fid,name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,heightOffset,climate,color
44156,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,550,498,5500949857,9,57,Dak'fron,550.0703125,-498.5546875,56,-22,Deep Desert,Brown
44157,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,606,487,6063048772,30,72,Dak'fron,606.234375,-487.4375,63,-14,Deep Desert,Brown
44159,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,609,438,60910543859,105,59,Dak'fron,609.8203125,-438.5390625,14,-20,Deep Desert,Brown
44160,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,656,495,656122495120,122,120,Dak'fron,656.953125,-495.0625,-170,-11,Deep Desert,Brown
44161,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,543,481,54373481111,73,111,Dak'fron,543.5703125,-481.1328125,38,0,Deep Desert,Brown
44162,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,586,470,5868947013,89,13,Dak'fron,586.6953125,-470.8984375,145,0,Deep Desert,Brown
44163,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,660,465,6604846524,48,24,Dak'fron,660.375,-465.8125,175,0,Deep Desert,Brown
44164,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,619,479,6192347936,23,36,Dak'fron,619.1796875,-479.71875,-125,0,Deep Desert,Brown
44165,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,628,481,62810648197,106,97,Dak'fron,628.828125,-481.2421875,176,0,Deep Desert,Brown
44166,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,510,466,5109246621,92,21,Dak'fron,510.71875,-466.8359375,-54,0,Deep Desert,Brown
44167,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,623,499,62394499106,94,106,Dak'fron,623.734375,-499.171875,164,0,Deep Desert,Brown
44169,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,656,458,65677458104,77,104,Dak'fron,656.6015625,-458.1875,59,0,Deep Desert,Brown
44170,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,598,476,59813476126,13,126,Dak'fron,598.1015625,-476.015625,170,-5,Deep Desert,Brown
44171,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,565,490,5654249019,42,19,Dak'fron,565.328125,-490.8515625,-13,-21,Deep Desert,Brown
44173,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,509,497,509126497114,126,114,Dak'fron,509.984375,-497.109375,2,-29,Deep Desert,Brown
44174,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,577,474,5775547455,55,55,Dak'fron,577.4296875,-474.5703125,51,-23,Deep Desert,Brown
44175,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,666,465,666118465117,118,117,Dak'fron,666.921875,-465.0859375,-8,-17,Deep Desert,Brown
44176,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,693,486,69353486122,53,122,Dak'fron,693.4140625,-486.046875,59,-28,Deep Desert,Brown
44177,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,585,472,5853147219,31,19,Dak'fron,585.2421875,-472.8515625,117,-22,Deep Desert,Brown
44178,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,566,486,56611048643,110,43,Dak'fron,566.859375,-486.6640625,35,-20,Deep Desert,Brown
44179,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,506,483,5069648311,96,11,Dak'fron,506.75,-483.9140625,-161,-2,Deep Desert,Brown
44180,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,512,494,5126249404,62,4,Dak'fron,512.484375,-494.96875,167,-15,Deep Desert,Brown
44181,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,587,493,58786493104,86,104,Dak'fron,587.671875,-493.1875,108,-27,Deep Desert,Brown
44182,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,575,454,5759645478,96,78,Dak'fron,575.75,-454.390625,112,-10,Deep Desert,Brown
44183,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,697,471,6976847131,68,31,Dak'fron,697.53125,-471.7578125,-140,-10,Deep Desert,Brown
44184,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,572,449,5722744903,27,3,Dak'fron,572.2109375,-449.9765625,-107,-26,Deep Desert,Brown
44185,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,560,454,56034454100,34,100,Dak'fron,560.265625,-454.21875,-43,-28,Deep Desert,Brown
44186,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,572,448,5726144803,61,3,Dak'fron,572.4765625,-448.9765625,168,-15,Deep Desert,Brown
44188,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,511,488,5113948841,39,41,Dak'fron,511.3046875,-488.6796875,-92,-30,Deep Desert,Brown
44189,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,657,463,65712646338,126,38,Dak'fron,657.984375,-463.703125,170,-21,Deep Desert,Brown
44190,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,707,473,7070147318,1,18,Dak'fron,707.0078125,-473.859375,-85,0,Deep Desert,Brown
44192,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,506,492,5065449292,54,92,Dak'fron,506.421875,-492.28125,109,0,Deep Desert,Brown
44194,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,562,461,5622646138,26,38,Dak'fron,562.203125,-461.703125,132,0,Deep Desert,Brown
44195,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,631,485,63112348509,123,9,Dak'fron,631.9609375,-485.9296875,-12,0,Deep Desert,Brown
44196,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,699,469,6993646933,36,33,Dak'fron,699.28125,-469.7421875,177,0,Deep Desert,Brown
44197,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,623,441,6232244178,22,78,Dak'fron,623.171875,-441.390625,97,0,Deep Desert,Brown
44198,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,525,476,5253847640,38,40,Dak'fron,525.296875,-476.6875,-3,0,Deep Desert,Brown
44199,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,568,470,5689247026,92,26,Dak'fron,568.71875,-470.796875,136,0,Deep Desert,Brown
44200,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,564,482,564126482122,126,122,Dak'fron,564.984375,-482.046875,22,-27,Deep Desert,Brown
44201,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,653,495,6535649559,56,59,Dak'fron,653.4375,-495.5390625,-44,-14,Deep Desert,Brown
44202,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,570,494,570115494105,115,105,Dak'fron,570.8984375,-494.1796875,-3,-1,Deep Desert,Brown
44204,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,619,450,6193445013,34,13,Dak'fron,619.265625,-450.8984375,-30,-4,Deep Desert,Brown
44205,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,612,459,6122645946,26,46,Dak'fron,612.203125,-459.640625,139,-29,Deep Desert,Brown
44206,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,516,494,5163049401,30,1,Dak'fron,516.234375,-494.9921875,170,-26,Deep Desert,Brown
44207,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,575,486,57543486116,43,116,Dak'fron,575.3359375,-486.09375,178,-6,Deep Desert,Brown
44208,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,634,441,63412844135,128,35,Dak'fron,635,-441.7265625,122,-27,Deep Desert,Brown
44209,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,628,453,62891453105,91,105,Dak'fron,628.7109375,-453.1796875,-44,-5,Deep Desert,Brown
44212,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,619,496,61912649667,126,67,Dak'fron,619.984375,-496.4765625,-179,-15,Deep Desert,Brown
44213,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,490,481,4901348114,13,14,Dak'fron,490.1015625,-481.890625,101,-4,Deep Desert,Brown
44216,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,592,488,5928848888,88,88,Dak'fron,592.6875,-488.3125,36,-24,Deep Desert,Brown
44217,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,655,494,6554649437,46,37,Dak'fron,655.359375,-494.7109375,-9,-2,Deep Desert,Brown
44218,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,679,463,6793746380,37,80,Dak'fron,679.2890625,-463.375,-57,0,Deep Desert,Brown
44219,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,539,496,5397649670,76,70,Dak'fron,539.59375,-496.453125,-98,0,Deep Desert,Brown
44221,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,595,452,5952845277,28,77,Dak'fron,595.21875,-452.3984375,-66,0,Deep Desert,Brown
44222,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,515,475,5159147516,91,16,Dak'fron,515.7109375,-475.875,98,0,Deep Desert,Brown
44223,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,583,462,5830646278,6,78,Dak'fron,583.046875,-462.390625,-156,0,Deep Desert,Brown
44224,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,633,445,6338544569,85,69,Dak'fron,633.6640625,-445.4609375,-17,0,Deep Desert,Brown
44225,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,663,476,66376476126,76,126,Dak'fron,663.59375,-476.015625,-86,0,Deep Desert,Brown
44226,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,734,498,73412049842,120,42,Dak'fron,734.9375,-498.671875,54,0,Deep Desert,Brown
44227,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,509,488,5090248860,2,60,Dak'fron,509.015625,-488.53125,1,0,Deep Desert,Brown
44228,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,690,482,69092482104,92,104,Dak'fron,690.71875,-482.1875,55,0,Deep Desert,Brown
44229,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,523,468,52312468121,12,121,Dak'fron,523.09375,-468.0546875,-38,-28,Deep Desert,Brown
44230,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,522,480,5226548009,65,9,Dak'fron,522.5078125,-480.9296875,75,-14,Deep Desert,Brown
44231,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,625,460,62529460124,29,124,Dak'fron,625.2265625,-460.03125,-171,-23,Deep Desert,Brown
44232,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,686,491,6863749141,37,41,Dak'fron,686.2890625,-491.6796875,4,-4,Deep Desert,Brown
44233,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,515,494,5158749439,87,39,Dak'fron,515.6796875,-494.6953125,-77,-28,Deep Desert,Brown
44234,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,563,479,5637847937,78,37,Dak'fron,563.609375,-479.7109375,88,-2,Deep Desert,Brown
44237,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,489,495,48951495110,51,110,Dak'fron,489.3984375,-495.140625,25,-24,Deep Desert,Brown
44239,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,543,486,54312348659,123,59,Dak'fron,543.9609375,-486.5390625,169,-21,Deep Desert,Brown
44241,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,721,487,7210148733,1,33,Dak'fron,721.0078125,-487.7421875,-80,-9,Deep Desert,Brown
44242,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,604,493,60465493125,65,125,Dak'fron,604.5078125,-493.0234375,5,-12,Deep Desert,Brown
44243,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,621,443,6212244317,22,17,Dak'fron,621.171875,-443.8671875,-87,-11,Deep Desert,Brown
44245,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,656,453,65689453103,89,103,Dak'fron,656.6953125,-453.1953125,131,-1,Deep Desert,Brown
44247,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,539,465,5397346576,73,76,Dak'fron,539.5703125,-465.40625,11,0,Deep Desert,Brown
44248,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,562,471,5628747117,87,17,Dak'fron,562.6796875,-471.8671875,-120,0,Deep Desert,Brown
44249,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,525,458,5252645882,26,82,Dak'fron,525.203125,-458.359375,-100,0,Deep Desert,Brown
44250,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,534,497,5345149761,51,61,Dak'fron,534.3984375,-497.5234375,45,0,Deep Desert,Brown
44251,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,657,497,6577249744,72,44,Dak'fron,657.5625,-497.65625,178,0,Deep Desert,Brown
44252,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,665,450,6657245017,72,17,Dak'fron,665.5625,-450.8671875,-88,0,Deep Desert,Brown
44253,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,689,484,6898548441,85,41,Dak'fron,689.6640625,-484.6796875,27,0,Deep Desert,Brown
44254,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,588,463,5887046313,70,13,Dak'fron,588.546875,-463.8984375,-76,0,Deep Desert,Brown
44255,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,678,477,678120477101,120,101,Dak'fron,678.9375,-477.2109375,-42,0,Deep Desert,Brown
44256,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,524,475,52415475118,15,118,Dak'fron,524.1171875,-475.078125,177,-4,Deep Desert,Brown
44257,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,486,491,4862749110,27,10,Dak'fron,486.2109375,-491.921875,73,-2,Deep Desert,Brown
44258,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,599,476,5997947687,79,87,Dak'fron,599.6171875,-476.3203125,103,-18,Deep Desert,Brown
44259,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,616,435,61636435124,36,124,Dak'fron,616.28125,-435.03125,67,-1,Deep Desert,Brown
44260,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,600,454,60012545462,125,62,Dak'fron,600.9765625,-454.515625,-103,-20,Deep Desert,Brown
44261,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,523,473,5237547399,75,99,Dak'fron,523.5859375,-473.2265625,157,-19,Deep Desert,Brown
44262,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,578,487,5781848746,18,46,Dak'fron,578.140625,-487.640625,-150,-29,Deep Desert,Brown
44263,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,683,470,6838647048,86,48,Dak'fron,683.671875,-470.625,100,-28,Deep Desert,Brown
44264,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,632,465,6323246524,32,24,Dak'fron,632.25,-465.8125,163,-23,Deep Desert,Brown
44265,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,603,466,603120466103,120,103,Dak'fron,603.9375,-466.1953125,-68,-19,Deep Desert,Brown
44266,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,511,494,5118149494,81,94,Dak'fron,511.6328125,-494.265625,-152,-27,Deep Desert,Brown
44267,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,567,475,56753475122,53,122,Dak'fron,567.4140625,-475.046875,-92,-11,Deep Desert,Brown
44268,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,614,486,614100486114,100,114,Dak'fron,614.78125,-486.109375,105,-6,Deep Desert,Brown
44269,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,536,456,53602456121,2,121,Dak'fron,536.015625,-456.0546875,66,-6,Deep Desert,Brown
44270,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,576,460,5769646004,96,4,Dak'fron,576.75,-460.96875,72,-30,Deep Desert,Brown
44271,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,554,492,5547249248,72,48,Dak'fron,554.5625,-492.625,-4,-12,Deep Desert,Brown
44272,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,523,499,52310249971,102,71,Dak'fron,523.796875,-499.4453125,167,-7,Deep Desert,Brown
44273,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,624,469,62410946940,109,40,Dak'fron,624.8515625,-469.6875,-147,-13,Deep Desert,Brown
44274,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,644,455,64412045559,120,59,Dak'fron,644.9375,-455.5390625,100,-24,Deep Desert,Brown
44275,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,568,484,568103484126,103,126,Dak'fron,568.8046875,-484.015625,-54,-8,Deep Desert,Brown
44276,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,713,478,7130747893,7,93,Dak'fron,713.0546875,-478.2734375,144,0,Deep Desert,Brown
44278,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,657,461,6571446111,14,11,Dak'fron,657.109375,-461.9140625,-15,0,Deep Desert,Brown
44279,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,647,454,6472545465,25,65,Dak'fron,647.1953125,-454.4921875,-169,0,Deep Desert,Brown
44280,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,696,474,69658474112,58,112,Dak'fron,696.453125,-474.125,54,0,Deep Desert,Brown
44281,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,664,486,6646848685,68,85,Dak'fron,664.53125,-486.3359375,-116,0,Deep Desert,Brown
44282,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,605,443,6057144399,71,99,Dak'fron,605.5546875,-443.2265625,-72,0,Deep Desert,Brown
44283,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,659,453,65912645338,126,38,Dak'fron,659.984375,-453.703125,-176,0,Deep Desert,Brown
44284,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,676,496,6761549607,15,7,Dak'fron,676.1171875,-496.9453125,-47,-25,Deep Desert,Brown
44286,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,630,473,6303747341,37,41,Dak'fron,630.2890625,-473.6796875,47,-19,Deep Desert,Brown
44287,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,642,460,6427546014,75,14,Dak'fron,642.5859375,-460.890625,-52,-26,Deep Desert,Brown
44288,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,545,469,5457446915,74,15,Dak'fron,545.578125,-469.8828125,170,-15,Deep Desert,Brown
44289,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,605,454,60577454100,77,100,Dak'fron,605.6015625,-454.21875,-61,-2,Deep Desert,Brown
44290,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,518,496,5183349601,33,1,Dak'fron,518.2578125,-496.9921875,-85,-3,Deep Desert,Brown
44291,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,657,476,65710347631,103,31,Dak'fron,657.8046875,-476.7578125,117,-21,Deep Desert,Brown
44292,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,600,479,6001247949,12,49,Dak'fron,600.09375,-479.6171875,178,-16,Deep Desert,Brown
44293,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,731,497,7315049780,50,80,Dak'fron,731.390625,-497.375,-108,-4,Deep Desert,Brown
44294,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,648,461,64841461108,41,108,Dak'fron,648.3203125,-461.15625,54,-29,Deep Desert,Brown
44295,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,632,466,63281466104,81,104,Dak'fron,632.6328125,-466.1875,168,-20,Deep Desert,Brown
44296,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,654,469,6543546967,35,67,Dak'fron,654.2734375,-469.4765625,151,-13,Deep Desert,Brown
44297,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,623,497,62312149767,121,67,Dak'fron,623.9453125,-497.4765625,15,-1,Deep Desert,Brown
44298,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,616,489,61668489123,68,123,Dak'fron,616.53125,-489.0390625,157,-23,Deep Desert,Brown
44299,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,557,485,55712348560,123,60,Dak'fron,557.9609375,-485.53125,-145,-22,Deep Desert,Brown
44300,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,603,494,6036749420,67,20,Dak'fron,603.5234375,-494.84375,-23,-20,Deep Desert,Brown
44301,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,540,473,5404247398,42,98,Dak'fron,540.328125,-473.234375,-82,-3,Deep Desert,Brown
44302,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,708,499,70861499102,61,102,Dak'fron,708.4765625,-499.203125,-142,-21,Deep Desert,Brown
44303,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,605,482,6053948260,39,60,Dak'fron,605.3046875,-482.53125,71,0,Deep Desert,Brown
44304,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,672,460,67212246013,122,13,Dak'fron,672.953125,-460.8984375,-24,0,Deep Desert,Brown
44305,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,576,499,57611949991,119,91,Dak'fron,576.9296875,-499.2890625,-128,0,Deep Desert,Brown
44306,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,628,490,6288949019,89,19,Dak'fron,628.6953125,-490.8515625,147,0,Deep Desert,Brown
44307,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,574,454,57460454113,60,113,Dak'fron,574.46875,-454.1171875,-22,0,Deep Desert,Brown
44308,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,638,461,6386946125,69,25,Dak'fron,638.5390625,-461.8046875,49,0,Deep Desert,Brown
44309,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,636,453,6363245391,32,91,Dak'fron,636.25,-453.2890625,98,0,Deep Desert,Brown
44310,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,634,436,6344043696,40,96,Dak'fron,634.3125,-436.25,28,0,Deep Desert,Brown
44312,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,480,487,48003487120,3,120,Dak'fron,480.0234375,-487.0625,173,0,Deep Desert,Brown
44313,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,540,486,5406148663,61,63,Dak'fron,540.4765625,-486.5078125,161,-19,Deep Desert,Brown
44315,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,686,498,6863649845,36,45,Dak'fron,686.28125,-498.6484375,-166,0,Deep Desert,Brown
44316,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,696,469,69612646960,126,60,Dak'fron,696.984375,-469.53125,-60,-20,Deep Desert,Brown
44317,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,599,468,5994746865,47,65,Dak'fron,599.3671875,-468.4921875,-115,-20,Deep Desert,Brown
44318,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,648,466,6483846621,38,21,Dak'fron,648.296875,-466.8359375,-17,-22,Deep Desert,Brown
44319,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,653,472,6534547296,45,96,Dak'fron,653.3515625,-472.25,56,-23,Deep Desert,Brown
44321,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,549,482,5494448212,44,12,Dak'fron,549.34375,-482.90625,-96,-27,Deep Desert,Brown
44322,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,593,470,5930247069,2,69,Dak'fron,593.015625,-470.4609375,0,-19,Deep Desert,Brown
44323,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,515,467,5152446771,24,71,Dak'fron,515.1875,-467.4453125,-123,-9,Deep Desert,Brown
44324,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,516,495,51611249591,112,91,Dak'fron,516.875,-495.2890625,32,-11,Deep Desert,Brown
44325,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,560,498,56058498113,58,113,Dak'fron,560.453125,-498.1171875,-169,-22,Deep Desert,Brown
44326,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,588,467,58812546741,125,41,Dak'fron,588.9765625,-467.6796875,-56,-10,Deep Desert,Brown
44327,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,668,463,668113463100,113,100,Dak'fron,668.8828125,-463.21875,119,-25,Deep Desert,Brown
44330,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,514,464,5149046431,90,31,Dak'fron,514.703125,-464.7578125,84,-4,Deep Desert,Brown
44331,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,569,477,5696447729,64,29,Dak'fron,569.5,-477.7734375,14,-26,Deep Desert,Brown
44332,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,609,481,6098648175,86,75,Dak'fron,609.671875,-481.4140625,101,-27,Deep Desert,Brown
44333,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,522,472,5227547258,75,58,Dak'fron,522.5859375,-472.546875,-140,0,Deep Desert,Brown
44334,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,659,456,6595945675,59,75,Dak'fron,659.4609375,-456.4140625,64,0,Deep Desert,Brown
44335,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,680,479,6804347971,43,71,Dak'fron,680.3359375,-479.4453125,-157,0,Deep Desert,Brown
44336,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,605,469,60529469128,29,128,Dak'fron,605.2265625,-469,49,0,Deep Desert,Brown
44338,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,528,457,528105457127,105,127,Dak'fron,528.8203125,-457.0078125,-158,0,Deep Desert,Brown
44339,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,554,449,5545344955,53,55,Dak'fron,554.4140625,-449.5703125,179,0,Deep Desert,Brown
44340,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,554,449,5543744972,37,72,Dak'fron,554.2890625,-449.4375,55,-29,Deep Desert,Brown
44342,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,574,450,5748345045,83,45,Dak'fron,574.6484375,-450.6484375,174,-5,Deep Desert,Brown
44343,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,528,472,5286247204,62,4,Dak'fron,528.484375,-472.96875,-110,-24,Deep Desert,Brown
44344,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,570,448,5708844892,88,92,Dak'fron,570.6875,-448.28125,-136,-1,Deep Desert,Brown
44345,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,663,469,66312246953,122,53,Dak'fron,663.953125,-469.5859375,132,-20,Deep Desert,Brown
44346,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,562,486,56270486128,70,128,Dak'fron,562.546875,-486,-31,-2,Deep Desert,Brown
44347,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,575,482,5752248242,22,42,Dak'fron,575.171875,-482.671875,36,-1,Deep Desert,Brown
44348,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,689,468,68912846837,128,37,Dak'fron,690,-468.7109375,-9,-1,Deep Desert,Brown
44349,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,600,483,6007848391,78,91,Dak'fron,600.609375,-483.2890625,136,-12,Deep Desert,Brown
44350,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,530,458,5306645832,66,32,Dak'fron,530.515625,-458.75,78,-25,Deep Desert,Brown
44351,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,695,482,6958548269,85,69,Dak'fron,695.6640625,-482.4609375,-31,-11,Deep Desert,Brown
44352,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,560,463,56010346321,103,21,Dak'fron,560.8046875,-463.8359375,-46,0,Deep Desert,Brown
44353,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,548,452,5483145241,31,41,Dak'fron,548.2421875,-452.6796875,116,-14,Deep Desert,Brown
44354,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,722,498,7225149861,51,61,Dak'fron,722.3984375,-498.5234375,25,-22,Deep Desert,Brown
44356,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,570,476,5706347622,63,22,Dak'fron,570.4921875,-476.828125,-67,-6,Deep Desert,Brown
