name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,heightOffset
Rocks,1,WOD_Rocks_Small_01,821,136,8218913685,89,85,Wrothgarian Mountains,821.6953125,-136.3359375,-18,0
Rocks,1,WOD_Rocks_Small_02,804,120,8045912026,59,26,Wrothgarian Mountains,804.4609375,-120.796875,-142,0
Rocks,1,WOD_Rocks_Small_03,992,157,9921015754,10,54,Wrothgarian Mountains,992.078125,-157.578125,85,0
Rocks,1,WOD_Rocks_Small_04,768,52,768555257,55,57,Wrothgarian Mountains,768.4296875,-52.5546875,-149,0
Rocks,1,WOD_Rocks_Small_05,903,115,90350115105,50,105,Wrothgarian Mountains,903.390625,-115.1796875,-82,0
Rocks,1,WOD_Rocks_Small_06,981,97,981719749,71,49,Wrothgarian Mountains,981.5546875,-97.6171875,46,0
Rocks,1,WOD_Rocks_Small_07,778,119,7786811932,68,32,Wrothgarian Mountains,778.53125,-119.75,176,0
Rocks,1,WOD_Rocks_Small_08,964,160,9647116005,71,5,Wrothgarian Mountains,964.5546875,-160.9609375,-82,0
Rocks,1,WOD_Rocks_Small_09,955,150,9551315063,13,63,Wrothgarian Mountains,955.1015625,-150.5078125,-138,0
Rocks,1,WOD_Rocks_Small_10,735,96,7351189628,118,28,Wrothgarian Mountains,735.921875,-96.78125,-100,0
Rocks,1,WOD_Rocks_Medium_01,766,11,766901166,90,66,Wrothgarian Mountains,766.703125,-11.484375,82,-3
Rocks,1,WOD_Rocks_Medium_02,587,25,587052542,5,42,Wrothgarian Mountains,587.0390625,-25.671875,111,-25
Rocks,1,WOD_Rocks_Medium_03,952,61,952276123,27,23,Wrothgarian Mountains,952.2109375,-61.8203125,-86,-14
Rocks,1,WOD_Rocks_Medium_05,809,134,8098713413,87,13,Wrothgarian Mountains,809.6796875,-134.8984375,0,-20
Rocks,1,WOD_Rocks_Medium_06,843,32,8438632123,86,123,Wrothgarian Mountains,843.671875,-32.0390625,104,-8
Rocks,1,WOD_Rocks_Medium_08,998,60,99812760102,127,102,Wrothgarian Mountains,998.9921875,-60.203125,127,-24
Rocks,1,WOD_Rocks_Medium_09,989,36,989503656,50,56,Wrothgarian Mountains,989.390625,-36.5625,77,-10
Rocks,1,WOD_Rocks_Medium_11,916,131,9160113125,1,25,Wrothgarian Mountains,916.0078125,-131.8046875,-72,-17
Rocks,1,WOD_Rocks_Large_01,935,112,9350911205,9,5,Wrothgarian Mountains,935.0703125,-112.9609375,89,-23
Rocks,1,WOD_Rocks_Large_02,968,185,96815185115,15,115,Wrothgarian Mountains,968.1171875,-185.1015625,-37,-24
Rocks,1,WOD_Rocks_Large_03,912,130,9124513068,45,68,Wrothgarian Mountains,912.3515625,-130.46875,115,-29
Rocks,1,WOD_Rocks_Large_04,847,33,847823387,82,87,Wrothgarian Mountains,847.640625,-33.3203125,148,-6
Rocks,1,WOD_Rocks_Large_05,898,145,89814145108,14,108,Wrothgarian Mountains,898.109375,-145.15625,78,-14
Rocks,1,WOD_Rocks_Large_06,793,23,793742345,74,45,Wrothgarian Mountains,793.578125,-23.6484375,-132,-19
Rocks,1,WOD_Rocks_Large_07,953,114,9534311436,43,36,Wrothgarian Mountains,953.3359375,-114.71875,178,-22
Rocks,1,WOD_Rocks_Large_08,920,27,920862752,86,52,Wrothgarian Mountains,920.671875,-27.59375,-56,-18
Rocks,1,WOD_Rocks_Large_09,926,51,926065185,6,85,Wrothgarian Mountains,926.046875,-51.3359375,143,-23
Rocks,1,WOD_Rocks_Small_01,759,57,759365764,36,64,Wrothgarian Mountains,759.28125,-57.5,-66,0
Rocks,1,WOD_Rocks_Small_02,773,123,77375123100,75,100,Wrothgarian Mountains,773.5859375,-123.21875,-57,0
Rocks,1,WOD_Rocks_Small_03,835,117,835112117103,112,103,Wrothgarian Mountains,835.875,-117.1953125,-137,0
Rocks,1,WOD_Rocks_Small_04,968,27,968562792,56,92,Wrothgarian Mountains,968.4375,-27.28125,-11,0
Rocks,1,WOD_Rocks_Small_05,915,57,9151195764,119,64,Wrothgarian Mountains,915.9296875,-57.5,22,0
Rocks,1,WOD_Rocks_Small_06,949,134,9499213403,92,3,Wrothgarian Mountains,949.71875,-134.9765625,-148,0
Rocks,1,WOD_Rocks_Small_07,866,122,8665412233,54,33,Wrothgarian Mountains,866.421875,-122.7421875,-114,0
Rocks,1,WOD_Rocks_Small_08,773,34,7731043447,104,47,Wrothgarian Mountains,773.8125,-34.6328125,43,0
Rocks,1,WOD_Rocks_Small_09,763,76,763267666,26,66,Wrothgarian Mountains,763.203125,-76.484375,-102,0
Rocks,1,WOD_Rocks_Small_10,995,7,9951080736,108,36,Wrothgarian Mountains,995.84375,-7.71875,156,0
Rocks,1,WOD_Rocks_Medium_01,988,204,9884520442,45,42,Wrothgarian Mountains,988.3515625,-204.671875,113,-8
Rocks,1,WOD_Rocks_Medium_02,919,30,919923056,92,56,Wrothgarian Mountains,919.71875,-30.5625,123,-16
Rocks,1,WOD_Rocks_Medium_03,912,115,9120511504,5,4,Wrothgarian Mountains,912.0390625,-115.96875,2,-19
Rocks,1,WOD_Rocks_Medium_04,625,35,625693579,69,79,Wrothgarian Mountains,625.5390625,-35.3828125,-153,-5
Rocks,1,WOD_Rocks_Medium_05,883,119,8835711997,57,97,Wrothgarian Mountains,883.4453125,-119.2421875,176,-2
Rocks,1,WOD_Rocks_Medium_06,995,67,9951266717,126,17,Wrothgarian Mountains,995.984375,-67.8671875,13,-14
Rocks,1,WOD_Rocks_Medium_07,881,8,881110869,11,69,Wrothgarian Mountains,881.0859375,-8.4609375,-153,-15
Rocks,1,WOD_Rocks_Medium_08,999,94,999629401,62,1,Wrothgarian Mountains,999.484375,-94.9921875,-155,-6
Rocks,1,WOD_Rocks_Medium_09,618,24,6181272450,127,50,Wrothgarian Mountains,618.9921875,-24.609375,180,-1
Rocks,1,WOD_Rocks_Medium_10,923,43,923164359,16,59,Wrothgarian Mountains,923.125,-43.5390625,98,-11
Rocks,1,WOD_Rocks_Medium_11,865,73,86510373121,103,121,Wrothgarian Mountains,865.8046875,-73.0546875,-48,-28
Rocks,1,WOD_Rocks_Medium_12,929,5,9291070568,107,68,Wrothgarian Mountains,929.8359375,-5.46875,43,-30
Rocks,1,WOD_Rocks_Large_02,793,71,793287109,28,9,Wrothgarian Mountains,793.21875,-71.9296875,-88,-29
Rocks,1,WOD_Rocks_Large_03,826,139,8263513936,35,36,Wrothgarian Mountains,826.2734375,-139.71875,-111,-3
Rocks,1,WOD_Rocks_Large_04,839,49,839904968,90,68,Wrothgarian Mountains,839.703125,-49.46875,-137,-28
Rocks,1,WOD_Rocks_Large_05,829,111,829128111127,128,127,Wrothgarian Mountains,830,-111.0078125,77,-17
Rocks,1,WOD_Rocks_Large_06,981,105,9815910572,59,72,Wrothgarian Mountains,981.4609375,-105.4375,98,-14
Rocks,1,WOD_Rocks_Large_07,984,107,9844710799,47,99,Wrothgarian Mountains,984.3671875,-107.2265625,75,-28
Rocks,1,WOD_Rocks_Large_08,787,85,787948514,94,14,Wrothgarian Mountains,787.734375,-85.890625,139,-25
Rocks,1,WOD_Rocks_Large_09,855,97,8551179717,117,17,Wrothgarian Mountains,855.9140625,-97.8671875,48,-18
Rocks,1,WOD_Rocks_Small_01,917,39,917343923,34,23,Wrothgarian Mountains,917.265625,-39.8203125,150,0
Rocks,1,WOD_Rocks_Small_02,990,193,99048193125,48,125,Wrothgarian Mountains,990.375,-193.0234375,134,0
Rocks,1,WOD_Rocks_Small_03,893,142,89350142111,50,111,Wrothgarian Mountains,893.390625,-142.1328125,-64,0
Rocks,1,WOD_Rocks_Small_04,821,47,821664705,66,5,Wrothgarian Mountains,821.515625,-47.9609375,-146,0
Rocks,1,WOD_Rocks_Small_05,917,8,917380842,38,42,Wrothgarian Mountains,917.296875,-8.671875,62,0
Rocks,1,WOD_Rocks_Small_06,822,43,822464316,46,16,Wrothgarian Mountains,822.359375,-43.875,155,0
Rocks,1,WOD_Rocks_Small_07,816,130,81662130101,62,101,Wrothgarian Mountains,816.484375,-130.2109375,176,0
Rocks,1,WOD_Rocks_Small_08,894,112,89432112101,32,101,Wrothgarian Mountains,894.25,-112.2109375,-118,0
Rocks,1,WOD_Rocks_Small_09,891,52,891665238,66,38,Wrothgarian Mountains,891.515625,-52.703125,43,0
Rocks,1,WOD_Rocks_Small_10,985,164,9854616404,46,4,Wrothgarian Mountains,985.359375,-164.96875,-148,0
Rocks,1,WOD_Rocks_Medium_01,891,131,8917913183,79,83,Wrothgarian Mountains,891.6171875,-131.3515625,78,-15
Rocks,1,WOD_Rocks_Medium_04,938,79,938367901,36,1,Wrothgarian Mountains,938.28125,-79.9921875,-179,-26
Rocks,1,WOD_Rocks_Medium_08,841,11,841531158,53,58,Wrothgarian Mountains,841.4140625,-11.546875,61,-6
Rocks,1,WOD_Rocks_Medium_10,767,29,7671102932,110,32,Wrothgarian Mountains,767.859375,-29.75,-121,-3
Rocks,1,WOD_Rocks_Medium_11,841,88,8411018892,101,92,Wrothgarian Mountains,841.7890625,-88.28125,-100,-22
Rocks,1,WOD_Rocks_Medium_12,982,160,9828616073,86,73,Wrothgarian Mountains,982.671875,-160.4296875,71,-19
Rocks,1,WOD_Rocks_Large_01,792,51,7928051124,80,124,Wrothgarian Mountains,792.625,-51.03125,173,-17
Rocks,1,WOD_Rocks_Large_03,920,56,920865644,86,44,Wrothgarian Mountains,920.671875,-56.65625,-1,-20
Rocks,1,WOD_Rocks_Large_04,820,20,8201252018,125,18,Wrothgarian Mountains,820.9765625,-20.859375,-149,-7
Rocks,1,WOD_Rocks_Large_05,936,29,936642946,64,46,Wrothgarian Mountains,936.5,-29.640625,119,-10
Rocks,1,WOD_Rocks_Large_07,924,105,92416105128,16,128,Wrothgarian Mountains,924.125,-105,117,-12
Rocks,1,WOD_Rocks_Large_08,848,16,848321670,32,70,Wrothgarian Mountains,848.25,-16.453125,-54,-21
Rocks,1,WOD_Rocks_Large_09,952,117,9529711711,97,11,Wrothgarian Mountains,952.7578125,-117.9140625,89,-23
Rocks,1,WOD_Rocks_Small_01,922,8,922380856,38,56,Wrothgarian Mountains,922.296875,-8.5625,-70,0
Rocks,1,WOD_Rocks_Small_02,874,13,8746713103,67,103,Wrothgarian Mountains,874.5234375,-13.1953125,58,0
Rocks,1,WOD_Rocks_Small_04,752,66,752896624,89,24,Wrothgarian Mountains,752.6953125,-66.8125,-44,0
Rocks,1,WOD_Rocks_Small_05,792,132,79218132111,18,111,Wrothgarian Mountains,792.140625,-132.1328125,-79,0
Rocks,1,WOD_Rocks_Small_06,958,14,958261421,26,21,Wrothgarian Mountains,958.203125,-14.8359375,-149,0
Rocks,1,WOD_Rocks_Small_09,988,5,98810605112,106,112,Wrothgarian Mountains,988.828125,-5.125,-52,0
Rocks,1,WOD_Rocks_Small_10,684,17,6840517106,5,106,Wrothgarian Mountains,684.0390625,-17.171875,81,0
Rocks,1,WOD_Rocks_Medium_01,766,21,766212144,21,44,Wrothgarian Mountains,766.1640625,-21.65625,126,-8
Rocks,1,WOD_Rocks_Medium_02,809,145,809105145100,105,100,Wrothgarian Mountains,809.8203125,-145.21875,-54,-20
Rocks,1,WOD_Rocks_Medium_03,903,108,9036110815,61,15,Wrothgarian Mountains,903.4765625,-108.8828125,-162,-2
Rocks,1,WOD_Rocks_Medium_04,911,14,911841451,84,51,Wrothgarian Mountains,911.65625,-14.6015625,55,-27
Rocks,1,WOD_Rocks_Medium_05,767,80,767278059,27,59,Wrothgarian Mountains,767.2109375,-80.5390625,-20,-29
Rocks,1,WOD_Rocks_Medium_06,957,101,95767101118,67,118,Wrothgarian Mountains,957.5234375,-101.078125,86,-16
Rocks,1,WOD_Rocks_Medium_07,694,1,6942301123,23,123,Wrothgarian Mountains,694.1796875,-1.0390625,94,-8
Rocks,1,WOD_Rocks_Medium_08,846,122,8469912258,99,58,Wrothgarian Mountains,846.7734375,-122.546875,76,-10
Rocks,1,WOD_Rocks_Medium_09,857,76,857747684,74,84,Wrothgarian Mountains,857.578125,-76.34375,150,-15
Rocks,1,WOD_Rocks_Medium_10,822,106,82243106103,43,103,Wrothgarian Mountains,822.3359375,-106.1953125,121,-20
Rocks,1,WOD_Rocks_Medium_11,951,190,9519219038,92,38,Wrothgarian Mountains,951.71875,-190.703125,70,-9
Rocks,1,WOD_Rocks_Medium_12,839,105,8394410537,44,37,Wrothgarian Mountains,839.34375,-105.7109375,-164,-8
Rocks,1,WOD_Rocks_Large_01,931,32,9314132121,41,121,Wrothgarian Mountains,931.3203125,-32.0546875,-157,-10
Rocks,1,WOD_Rocks_Large_02,763,38,763493834,49,34,Wrothgarian Mountains,763.3828125,-38.734375,161,-6
Rocks,1,WOD_Rocks_Large_05,861,36,861953634,95,34,Wrothgarian Mountains,861.7421875,-36.734375,-65,-26
Rocks,1,WOD_Rocks_Large_06,692,25,692902590,90,90,Wrothgarian Mountains,692.703125,-25.296875,39,-2
Rocks,1,WOD_Rocks_Large_07,893,44,8932044122,20,122,Wrothgarian Mountains,893.15625,-44.046875,-119,-9
Rocks,1,WOD_Rocks_Large_08,784,113,7849211337,92,37,Wrothgarian Mountains,784.71875,-113.7109375,4,-13
Rocks,1,WOD_Rocks_Large_09,895,133,8958013379,80,79,Wrothgarian Mountains,895.625,-133.3828125,64,-21
Rocks,1,WOD_Rocks_Small_02,812,133,81212313357,123,57,Wrothgarian Mountains,812.9609375,-133.5546875,-113,0
Rocks,1,WOD_Rocks_Small_03,969,144,9698314478,83,78,Wrothgarian Mountains,969.6484375,-144.390625,78,0
Rocks,1,WOD_Rocks_Small_05,757,22,7571012228,101,28,Wrothgarian Mountains,757.7890625,-22.78125,-24,0
Rocks,1,WOD_Rocks_Small_06,699,29,6990729113,7,113,Wrothgarian Mountains,699.0546875,-29.1171875,152,0
Rocks,1,WOD_Rocks_Small_07,806,104,8062310474,23,74,Wrothgarian Mountains,806.1796875,-104.421875,122,0
Rocks,1,WOD_Rocks_Small_08,867,16,867131608,13,8,Wrothgarian Mountains,867.1015625,-16.9375,-95,0
Rocks,1,WOD_Rocks_Small_09,829,40,829134036,13,36,Wrothgarian Mountains,829.1015625,-40.71875,11,0
Rocks,1,WOD_Rocks_Small_10,701,57,701325733,32,33,Wrothgarian Mountains,701.25,-57.7421875,62,0
Rocks,1,WOD_Rocks_Medium_01,970,186,9707218649,72,49,Wrothgarian Mountains,970.5625,-186.6171875,-145,-30
Rocks,1,WOD_Rocks_Medium_02,661,15,661131509,13,9,Wrothgarian Mountains,661.1015625,-15.9296875,41,-21
Rocks,1,WOD_Rocks_Medium_03,990,50,990435080,43,80,Wrothgarian Mountains,990.3359375,-50.375,151,-11
Rocks,1,WOD_Rocks_Medium_04,992,50,992795043,79,43,Wrothgarian Mountains,992.6171875,-50.6640625,-91,-17
Rocks,1,WOD_Rocks_Medium_05,974,193,97411419350,114,50,Wrothgarian Mountains,974.890625,-193.609375,-38,-8
Rocks,1,WOD_Rocks_Medium_06,985,13,985321353,32,53,Wrothgarian Mountains,985.25,-13.5859375,93,-10
Rocks,1,WOD_Rocks_Medium_07,862,95,8621249518,124,18,Wrothgarian Mountains,862.96875,-95.859375,-151,-26
Rocks,1,WOD_Rocks_Medium_08,851,34,851453422,45,22,Wrothgarian Mountains,851.3515625,-34.828125,61,-7
Rocks,1,WOD_Rocks_Medium_09,951,7,9511407124,14,124,Wrothgarian Mountains,951.109375,-7.03125,-61,-30
Rocks,1,WOD_Rocks_Medium_10,916,5,9161240519,124,19,Wrothgarian Mountains,916.96875,-5.8515625,-178,-9
Rocks,1,WOD_Rocks_Medium_11,980,76,980767641,76,41,Wrothgarian Mountains,980.59375,-76.6796875,63,-19
Rocks,1,WOD_Rocks_Medium_12,812,10,8121071089,107,89,Wrothgarian Mountains,812.8359375,-10.3046875,151,-10
Rocks,1,WOD_Rocks_Large_01,809,104,809106104103,106,103,Wrothgarian Mountains,809.828125,-104.1953125,-6,-29
Rocks,1,WOD_Rocks_Large_02,968,134,9681913466,19,66,Wrothgarian Mountains,968.1484375,-134.484375,144,-2
Rocks,1,WOD_Rocks_Large_03,941,108,94112110888,121,88,Wrothgarian Mountains,941.9453125,-108.3125,128,-2
Rocks,1,WOD_Rocks_Large_04,787,11,787241135,24,35,Wrothgarian Mountains,787.1875,-11.7265625,155,-7
Rocks,1,WOD_Rocks_Large_05,929,116,9290811669,8,69,Wrothgarian Mountains,929.0625,-116.4609375,-8,-25
Rocks,1,WOD_Rocks_Large_06,878,96,878119612,11,12,Wrothgarian Mountains,878.0859375,-96.90625,-42,-17
Rocks,1,WOD_Rocks_Large_07,885,75,885997545,99,45,Wrothgarian Mountains,885.7734375,-75.6484375,-22,-10
Rocks,1,WOD_Rocks_Large_08,814,78,8141287870,128,70,Wrothgarian Mountains,815,-78.453125,114,-26
Rocks,1,WOD_Rocks_Large_09,673,17,673371722,37,22,Wrothgarian Mountains,673.2890625,-17.828125,-136,-23
Rocks,1,WOD_Rocks_Small_01,884,126,8842312643,23,43,Wrothgarian Mountains,884.1796875,-126.6640625,-18,0
Rocks,1,WOD_Rocks_Small_02,780,72,7801197262,119,62,Wrothgarian Mountains,780.9296875,-72.515625,-61,0
Rocks,1,WOD_Rocks_Small_03,929,16,9291281636,128,36,Wrothgarian Mountains,930,-16.71875,17,0
Rocks,1,WOD_Rocks_Small_04,798,53,79810153100,101,100,Wrothgarian Mountains,798.7890625,-53.21875,2,0
Rocks,1,WOD_Rocks_Small_05,956,37,956543735,54,35,Wrothgarian Mountains,956.421875,-37.7265625,-20,0
Rocks,1,WOD_Rocks_Small_06,801,71,8019171128,91,128,Wrothgarian Mountains,801.7109375,-71,70,0
Rocks,1,WOD_Rocks_Small_08,913,152,91311915215,119,15,Wrothgarian Mountains,913.9296875,-152.8828125,136,0
Rocks,1,WOD_Rocks_Small_09,740,29,7404829125,48,125,Wrothgarian Mountains,740.375,-29.0234375,-153,0
Rocks,1,WOD_Rocks_Small_10,825,38,8251183845,118,45,Wrothgarian Mountains,825.921875,-38.6484375,83,0
Rocks,1,WOD_Rocks_Medium_01,761,91,761669185,66,85,Wrothgarian Mountains,761.515625,-91.3359375,130,-21
Rocks,1,WOD_Rocks_Medium_02,816,23,816952332,95,32,Wrothgarian Mountains,816.7421875,-23.75,13,-21
Rocks,1,WOD_Rocks_Medium_03,937,179,9378217992,82,92,Wrothgarian Mountains,937.640625,-179.28125,45,-18
Rocks,1,WOD_Rocks_Medium_04,813,6,813970684,97,84,Wrothgarian Mountains,813.7578125,-6.34375,-158,-4
Rocks,1,WOD_Rocks_Medium_05,941,114,94164114112,64,112,Wrothgarian Mountains,941.5,-114.125,135,-12
Rocks,1,WOD_Rocks_Medium_06,945,29,945872941,87,41,Wrothgarian Mountains,945.6796875,-29.6796875,44,-27
Rocks,1,WOD_Rocks_Medium_07,689,44,689964478,96,78,Wrothgarian Mountains,689.75,-44.390625,-158,-26
Rocks,1,WOD_Rocks_Medium_08,905,129,9056112976,61,76,Wrothgarian Mountains,905.4765625,-129.40625,87,0
Rocks,1,WOD_Rocks_Medium_09,938,169,93811016929,110,29,Wrothgarian Mountains,938.859375,-169.7734375,6,-8
Rocks,1,WOD_Rocks_Medium_10,845,17,8454717105,47,105,Wrothgarian Mountains,845.3671875,-17.1796875,170,-15
Rocks,1,WOD_Rocks_Medium_11,893,128,89310128119,10,119,Wrothgarian Mountains,893.078125,-128.0703125,174,-30
Rocks,1,WOD_Rocks_Medium_12,960,191,96011919161,119,61,Wrothgarian Mountains,960.9296875,-191.5234375,-153,-23
Rocks,1,WOD_Rocks_Large_01,864,19,8641271901,127,1,Wrothgarian Mountains,864.9921875,-19.9921875,-72,-16
Rocks,1,WOD_Rocks_Large_02,980,131,9807813170,78,70,Wrothgarian Mountains,980.609375,-131.453125,133,-19
Rocks,1,WOD_Rocks_Large_05,967,91,967499198,49,98,Wrothgarian Mountains,967.3828125,-91.234375,-9,-13
Rocks,1,WOD_Rocks_Large_06,984,184,9841318488,13,88,Wrothgarian Mountains,984.1015625,-184.3125,31,-10
Rocks,1,WOD_Rocks_Large_07,924,96,924049695,4,95,Wrothgarian Mountains,924.03125,-96.2578125,-98,-29
Rocks,1,WOD_Rocks_Large_08,977,122,97760122120,60,120,Wrothgarian Mountains,977.46875,-122.0625,-12,-8
Rocks,1,WOD_Rocks_Large_09,925,178,9258017857,80,57,Wrothgarian Mountains,925.625,-178.5546875,110,0
Rocks,1,WOD_Rocks_Small_01,840,76,8409176121,91,121,Wrothgarian Mountains,840.7109375,-76.0546875,-137,0
Rocks,1,WOD_Rocks_Small_02,939,32,939873277,87,77,Wrothgarian Mountains,939.6796875,-32.3984375,180,0
Rocks,1,WOD_Rocks_Small_03,944,64,944536461,53,61,Wrothgarian Mountains,944.4140625,-64.5234375,-134,0
Rocks,1,WOD_Rocks_Small_04,835,120,83510512036,105,36,Wrothgarian Mountains,835.8203125,-120.71875,32,0
Rocks,1,WOD_Rocks_Small_05,927,181,9274218187,42,87,Wrothgarian Mountains,927.328125,-181.3203125,26,0
Rocks,1,WOD_Rocks_Small_06,978,87,97812387104,123,104,Wrothgarian Mountains,978.9609375,-87.1875,90,0
Rocks,1,WOD_Rocks_Small_07,883,86,8835586118,55,118,Wrothgarian Mountains,883.4296875,-86.078125,21,0
Rocks,1,WOD_Rocks_Small_08,783,51,783475123,47,23,Wrothgarian Mountains,783.3671875,-51.8203125,-34,0
Rocks,1,WOD_Rocks_Small_09,852,127,85211112765,111,65,Wrothgarian Mountains,852.8671875,-127.4921875,160,0
Rocks,1,WOD_Rocks_Small_10,976,99,9761069942,106,42,Wrothgarian Mountains,976.828125,-99.671875,44,0
Rocks,1,WOD_Rocks_Medium_01,842,48,842034861,3,61,Wrothgarian Mountains,842.0234375,-48.5234375,24,-30
Rocks,1,WOD_Rocks_Medium_02,746,10,746461003,46,3,Wrothgarian Mountains,746.359375,-10.9765625,95,-8
Rocks,1,WOD_Rocks_Medium_03,911,25,9110925115,9,115,Wrothgarian Mountains,911.0703125,-25.1015625,22,-12
Rocks,1,WOD_Rocks_Medium_04,611,5,6111280587,128,87,Wrothgarian Mountains,612,-5.3203125,-5,-15
Rocks,1,WOD_Rocks_Medium_05,894,16,894041643,4,43,Wrothgarian Mountains,894.03125,-16.6640625,53,-22
Rocks,1,WOD_Rocks_Medium_06,701,45,701154554,15,54,Wrothgarian Mountains,701.1171875,-45.578125,-40,-15
Rocks,1,WOD_Rocks_Medium_07,824,106,8243210685,32,85,Wrothgarian Mountains,824.25,-106.3359375,179,-3
Rocks,1,WOD_Rocks_Medium_08,942,154,9424515403,45,3,Wrothgarian Mountains,942.3515625,-154.9765625,69,-11
Rocks,1,WOD_Rocks_Medium_09,708,49,708514922,51,22,Wrothgarian Mountains,708.3984375,-49.828125,-97,-30
Rocks,1,WOD_Rocks_Medium_10,648,36,648573619,57,19,Wrothgarian Mountains,648.4453125,-36.8515625,-94,-20
Rocks,1,WOD_Rocks_Medium_11,638,8,638920855,92,55,Wrothgarian Mountains,638.71875,-8.5703125,154,-9
Rocks,1,WOD_Rocks_Medium_12,777,116,7776811668,68,68,Wrothgarian Mountains,777.53125,-116.46875,101,-19
Rocks,1,WOD_Rocks_Large_01,874,67,874126795,12,95,Wrothgarian Mountains,874.09375,-67.2578125,-25,-30
Rocks,1,WOD_Rocks_Large_03,717,24,71712024108,120,108,Wrothgarian Mountains,717.9375,-24.15625,-114,-6
Rocks,1,WOD_Rocks_Large_04,957,32,957383278,38,78,Wrothgarian Mountains,957.296875,-32.390625,20,-30
Rocks,1,WOD_Rocks_Large_05,975,181,9758218189,82,89,Wrothgarian Mountains,975.640625,-181.3046875,-104,-16
Rocks,1,WOD_Rocks_Large_06,788,98,7881119817,111,17,Wrothgarian Mountains,788.8671875,-98.8671875,-62,-24
Rocks,1,WOD_Rocks_Large_07,829,9,829450925,45,25,Wrothgarian Mountains,829.3515625,-9.8046875,-113,-10
Rocks,1,WOD_Rocks_Large_09,773,15,773931505,93,5,Wrothgarian Mountains,773.7265625,-15.9609375,-62,-13
Rocks,1,WOD_Rocks_Small_01,613,25,6133025102,30,102,Wrothgarian Mountains,613.234375,-25.203125,152,0
Rocks,1,WOD_Rocks_Small_02,917,94,9179694123,96,123,Wrothgarian Mountains,917.75,-94.0390625,168,0
Rocks,1,WOD_Rocks_Small_04,897,18,897551847,55,47,Wrothgarian Mountains,897.4296875,-18.6328125,-76,0
Rocks,1,WOD_Rocks_Small_05,757,18,757691854,69,54,Wrothgarian Mountains,757.5390625,-18.578125,42,0
Rocks,1,WOD_Rocks_Small_06,953,46,953344639,34,39,Wrothgarian Mountains,953.265625,-46.6953125,64,0
Rocks,1,WOD_Rocks_Small_07,966,146,9668814662,88,62,Wrothgarian Mountains,966.6875,-146.515625,155,0
Rocks,1,WOD_Rocks_Small_08,909,107,9090810719,8,19,Wrothgarian Mountains,909.0625,-107.8515625,100,0
Rocks,1,WOD_Rocks_Small_09,743,89,743948903,94,3,Wrothgarian Mountains,743.734375,-89.9765625,-166,0
Rocks,1,WOD_Rocks_Small_10,648,38,648733835,73,35,Wrothgarian Mountains,648.5703125,-38.7265625,-161,0
Rocks,1,WOD_Rocks_Medium_01,916,18,9161061820,106,20,Wrothgarian Mountains,916.828125,-18.84375,94,-25
Rocks,1,WOD_Rocks_Medium_02,951,15,9511241555,124,55,Wrothgarian Mountains,951.96875,-15.5703125,-99,-11
Rocks,1,WOD_Rocks_Medium_03,894,84,894488432,48,32,Wrothgarian Mountains,894.375,-84.75,79,-30
Rocks,1,WOD_Rocks_Medium_04,850,106,8507110688,71,88,Wrothgarian Mountains,850.5546875,-106.3125,-37,-30
Rocks,1,WOD_Rocks_Medium_05,769,48,7693348101,33,101,Wrothgarian Mountains,769.2578125,-48.2109375,-41,-2
Rocks,1,WOD_Rocks_Medium_06,939,47,9393947115,39,115,Wrothgarian Mountains,939.3046875,-47.1015625,90,-23
Rocks,1,WOD_Rocks_Medium_07,966,172,9661917262,19,62,Wrothgarian Mountains,966.1484375,-172.515625,-56,-24
Rocks,1,WOD_Rocks_Medium_10,827,111,82712611189,126,89,Wrothgarian Mountains,827.984375,-111.3046875,-58,-4
Rocks,1,WOD_Rocks_Medium_11,910,98,910349853,34,53,Wrothgarian Mountains,910.265625,-98.5859375,-124,-9
Rocks,1,WOD_Rocks_Medium_12,649,37,649843709,84,9,Wrothgarian Mountains,649.65625,-37.9296875,5,-5
Rocks,1,WOD_Rocks_Large_01,985,34,985123497,12,97,Wrothgarian Mountains,985.09375,-34.2421875,-42,0
Rocks,1,WOD_Rocks_Large_02,662,21,6621282193,128,93,Wrothgarian Mountains,663,-21.2734375,-176,-9
Rocks,1,WOD_Rocks_Large_03,628,6,628010654,1,54,Wrothgarian Mountains,628.0078125,-6.578125,101,-22
Rocks,1,WOD_Rocks_Large_05,831,33,831633392,63,92,Wrothgarian Mountains,831.4921875,-33.28125,24,-30
Rocks,1,WOD_Rocks_Large_06,729,3,7293903115,39,115,Wrothgarian Mountains,729.3046875,-3.1015625,156,-6
Rocks,1,WOD_Rocks_Large_07,904,143,90443143127,43,127,Wrothgarian Mountains,904.3359375,-143.0078125,91,-18
Rocks,1,WOD_Rocks_Large_08,913,46,913484655,48,55,Wrothgarian Mountains,913.375,-46.5703125,-66,-8
Rocks,1,WOD_Rocks_Large_09,913,170,9135717010,57,10,Wrothgarian Mountains,913.4453125,-170.921875,-109,-14
Rocks,1,WOD_Rocks_Small_02,988,4,9881100445,110,45,Wrothgarian Mountains,988.859375,-4.6484375,-113,0
Rocks,1,WOD_Rocks_Small_03,844,21,8441082111,108,11,Wrothgarian Mountains,844.84375,-21.9140625,145,0
