fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY,climate
154,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,267,107,116,42,Ilessan Hills,267.921875,-107.671875,3.0
162,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,245,92,84,33,Ilessan Hills,245.65625,-92.7421875,3.0
184,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,277,94,20,63,Ilessan Hills,277.15625,-94.5078125,3.0
248,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,330,62,78,50,Ilessan Hills,330.609375,-62.609375,1.0
277,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,305,55,9,91,Ilessan Hills,305.0234375,-55.2890625,1.0
290,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,230,81,73,73,Ilessan Hills,230.5703125,-81.4296875,3.0
301,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,236,68,109,54,Ilessan Hills,236.8515625,-68.578125,1.0
350,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,339,77,65,12,Ilessan Hills,339.5078125,-77.90625,1.0
8,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,369,101,41,100,Daenia,369.3203125,-101.21875,1.0
40,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,356,116,9,45,Daenia,356.0625,-116.6484375,1.0
73,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,385,92,88,27,Daenia,385.6875,-92.7890625,1.0
139,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,376,114,42,15,Daenia,376.328125,-114.8828125,1.0
142,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,409,55,31,84,Daenia,409.2421875,-55.34375,1.0
218,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,358,110,9,106,Daenia,358.0390625,-110.171875,1.0
226,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,395,100,96,14,Daenia,395.75,-100.890625,1.0
242,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,370,53,100,31,Daenia,370.78125,-53.7578125,1.0
313,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,387,47,63,108,Daenia,387.4921875,-47.15625,1.0
18,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,542,30,76,104,Dwynnen,542.59375,-30.1875,1.0
26,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,541,99,100,63,Dwynnen,541.78125,-99.5078125,1.0
50,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,526,75,14,77,Dwynnen,526.109375,-75.3984375,1.0
85,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,505,82,12,115,Dwynnen,505.046875,-82.09375,1.0
86,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,535,137,114,81,Dwynnen,535.890625,-137.3671875,1.0
140,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,553,66,12,119,Dwynnen,553.09375,-66.0390625,1.0
159,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,507,71,99,92,Dwynnen,507.7734375,-71.28125,1.0
179,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,529,102,99,77,Dwynnen,529.7734375,-102.3984375,1.0
183,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,492,41,116,61,Dwynnen,492.9609375,-41.5234375,1.0
193,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,531,45,58,42,Dwynnen,531.453125,-45.671875,1.0
206,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,524,64,12,102,Dwynnen,524.09375,-64.203125,1.0
216,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,515,35,64,52,Dwynnen,515.5,-35.59375,1.0
217,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,508,32,49,119,Dwynnen,508.3828125,-32.0390625,1.0
222,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,536,141,113,109,Dwynnen,536.8828125,-141.1484375,1.0
243,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,540,140,95,58,Dwynnen,540.7421875,-140.546875,1.0
254,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,528,73,12,65,Dwynnen,528.03125,-73.4921875,1.0
261,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,523,84,24,14,Dwynnen,523.1875,-84.890625,1.0
268,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,524,109,119,35,Dwynnen,524.96875,-109.7265625,1.0
321,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,501,31,70,31,Dwynnen,501.546875,-31.7578125,1.0
343,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,489,49,12,36,Dwynnen,489.078125,-49.71875,1.0
52,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,655,61,12,79,Kambria,655.078125,-61.3828125,4.0
127,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,597,48,36,27,Kambria,597.28125,-48.7890625,1.0
157,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,652,60,24,100,Kambria,652.1875,-60.21875,4.0
200,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,607,84,97,90,Kambria,607.7578125,-84.296875,1.0
260,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,619,76,40,106,Kambria,619.3125,-76.171875,1.0
39,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,559,125,28,115,Bhoriane,559.21875,-125.1015625,1.0
93,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,607,106,106,110,Bhoriane,607.828125,-106.140625,1.0
103,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,651,108,70,35,Bhoriane,651.546875,-108.7265625,1.0
249,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,619,98,40,51,Bhoriane,619.3125,-98.6015625,1.0
275,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,598,120,116,115,Bhoriane,598.9375,-120.03125,1.0
306,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,590,110,38,92,Bhoriane,590.296875,-110.28125,1.0
318,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,573,128,20,114,Bhoriane,573.15625,-128.109375,1.0
4,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,813,202,28,114,Menevia,813.21875,-202.109375,1.0
82,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,832,188,65,99,Menevia,832.5078125,-188.2265625,1.0
88,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,826,203,90,61,Menevia,826.703125,-203.5234375,1.0
112,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,841,170,116,86,Menevia,841.96875,-170.328125,1.0
122,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,836,197,73,35,Menevia,836.5703125,-197.7265625,1.0
152,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,828,175,40,115,Menevia,828.3125,-175.0390625,1.0
191,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,826,184,104,90,Menevia,826.8125,-184.296875,1.0
214,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,812,183,93,104,Menevia,812.7265625,-183.1875,1.0
246,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,799,202,102,27,Menevia,799.796875,-202.7890625,1.0
311,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,830,156,97,13,Menevia,830.7578125,-156.9296875,3.0
319,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,847,155,9,54,Menevia,847.0234375,-155.578125,3.0
