name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,rotYaxis,scale,sink
Small Mountain,1,WOD_Mountain_Gray_01,689,176,123,14,68912317614,Isle of Balfiera,689.9609375,-176.890625,152,0.72,1
Small Mountain,1,WOD_Mountain_Gray_09,699,183,76,93,6997618393,Isle of Balfiera,699.59375,-183.2734375,-64,0.69,1
Small Mountain,1,WOD_Mountain_Gray_06,727,198,79,24,7277919824,Isle of Balfiera,727.6171875,-198.8125,-76,0.52,1
Small Mountain,1,WOD_Mountain_Gray_08,727,223,108,92,72710822392,Isle of Balfiera,727.84375,-223.28125,-137,0.69,1
Small Mountain,1,WOD_Mountain_Gray_04,717,194,92,79,7179219479,Isle of Balfiera,717.71875,-194.3828125,7,0.55,1
Small Mountain,1,WOD_Mountain_Gray_07,712,193,116,12,71211619312,Isle of Balfiera,712.90625,-193.90625,128,0.65,1
Small Mountain,1,WOD_Mountain_Gray_05,712,217,37,31,7123721731,Isle of Balfiera,712.2890625,-217.7578125,-77,0.54,1
Small Mountain,1,WOD_Mountain_Gray_01,747,227,116,14,74711622714,Isle of Balfiera,747.90625,-227.890625,-136,0.63,1
Small Mountain,1,WOD_Mountain_Gray_04,688,214,118,47,68811821447,Isle of Balfiera,688.921875,-214.6328125,-12,0.75,1
Small Mountain,1,WOD_Mountain_Gray_03,700,209,3,28,7000320928,Isle of Balfiera,700.0234375,-209.78125,-161,0.51,1
Small Mountain,1,WOD_Mountain_Gray_08,685,222,49,123,68549222123,Isle of Balfiera,685.3828125,-222.0390625,80,0.56,1
Small Mountain,1,WOD_Mountain_Gray_05,688,212,125,47,68812521247,Isle of Balfiera,688.9765625,-212.6328125,-83,0.7,1
Small Mountain,1,WOD_Mountain_Gray_03,703,207,23,8,7032320708,Isle of Balfiera,703.1796875,-207.9375,146,0.57,1
Small Mountain,1,WOD_Mountain_Gray_06,745,216,105,125,745105216125,Isle of Balfiera,745.8203125,-216.0234375,-42,0.6,1
Small Mountain,1,WOD_Mountain_Gray_02,742,227,87,29,7428722729,Isle of Balfiera,742.6796875,-227.7734375,-20,0.75,1
Small Mountain,1,WOD_Mountain_Gray_09,683,185,64,99,6836418599,Isle of Balfiera,683.5,-185.2265625,19,0.67,1
Small Mountain,1,WOD_Mountain_Gray_01,669,216,86,46,6698621646,Isle of Balfiera,669.671875,-216.640625,75,0.5,1
Small Mountain,1,WOD_Mountain_Gray_09,714,200,86,26,7148620026,Isle of Balfiera,714.671875,-200.796875,-171,0.61,1
Small Mountain,1,WOD_Mountain_Gray_09,695,189,13,81,6951318981,Isle of Balfiera,695.1015625,-189.3671875,99,0.65,1
Small Mountain,1,WOD_Mountain_Gray_09,679,218,5,14,6790521814,Isle of Balfiera,679.0390625,-218.890625,-9,0.68,1
Small Mountain,1,WOD_Mountain_Gray_08,731,194,12,19,7311219419,Isle of Balfiera,731.09375,-194.8515625,-136,0.69,1
Small Mountain,1,WOD_Mountain_Gray_07,688,210,76,102,68876210102,Isle of Balfiera,688.59375,-210.203125,77,0.51,1
Small Mountain,1,WOD_Mountain_Gray_08,718,223,40,17,7184022317,Isle of Balfiera,718.3125,-223.8671875,-65,0.67,1
Small Mountain,1,WOD_Mountain_Gray_01,688,185,32,72,6883218572,Isle of Balfiera,688.25,-185.4375,-50,0.62,1
Small Mountain,1,WOD_Mountain_Gray_08,711,197,86,70,7118619770,Isle of Balfiera,711.671875,-197.453125,-172,0.58,1
Small Mountain,1,WOD_Mountain_Gray_05,712,185,92,12,7129218512,Isle of Balfiera,712.71875,-185.90625,-156,0.54,1
Small Mountain,1,WOD_Mountain_Gray_09,689,221,111,102,689111221102,Isle of Balfiera,689.8671875,-221.203125,144,0.52,1
Small Mountain,1,WOD_Mountain_Gray_02,691,206,47,56,6914720656,Isle of Balfiera,691.3671875,-206.5625,-84,0.66,1
Small Mountain,1,WOD_Mountain_Gray_05,693,210,84,3,6938421003,Isle of Balfiera,693.65625,-210.9765625,46,0.66,1
Small Mountain,1,WOD_Mountain_Gray_06,716,196,9,3,7160919603,Isle of Balfiera,716.0703125,-196.9765625,-109,0.5,1
Small Mountain,1,WOD_Mountain_Gray_07,692,205,18,102,69218205102,Isle of Balfiera,692.140625,-205.203125,176,0.67,1
Small Mountain,1,WOD_Mountain_Gray_09,682,203,52,101,68252203101,Isle of Balfiera,682.40625,-203.2109375,4,0.52,1
Small Mountain,1,WOD_Mountain_Gray_06,691,222,58,99,6915822299,Isle of Balfiera,691.453125,-222.2265625,16,0.66,1
Small Mountain,1,WOD_Mountain_Gray_07,669,215,113,15,66911321515,Isle of Balfiera,669.8828125,-215.8828125,166,0.71,1
Small Mountain,1,WOD_Mountain_Gray_04,716,227,13,54,7161322754,Isle of Balfiera,716.1015625,-227.578125,50,0.67,1
Small Mountain,1,WOD_Mountain_Gray_09,738,194,20,63,7382019463,Isle of Balfiera,738.15625,-194.5078125,38,0.7,1
Small Mountain,1,WOD_Mountain_Gray_02,730,201,47,32,7304720132,Isle of Balfiera,730.3671875,-201.75,-40,0.66,1
Small Mountain,1,WOD_Mountain_Gray_06,731,227,87,115,73187227115,Isle of Balfiera,731.6796875,-227.1015625,-51,0.64,1
Small Mountain,1,WOD_Mountain_Gray_01,721,188,97,52,7219718852,Isle of Balfiera,721.7578125,-188.59375,-158,0.58,1
Small Mountain,1,WOD_Mountain_Gray_09,731,194,64,3,7316419403,Isle of Balfiera,731.5,-194.9765625,-143,0.67,1
Small Mountain,1,WOD_Mountain_Gray_05,693,205,19,22,6931920522,Isle of Balfiera,693.1484375,-205.828125,-29,0.57,1
Small Mountain,1,WOD_Mountain_Gray_02,703,186,50,114,70350186114,Isle of Balfiera,703.390625,-186.109375,-63,0.58,1
Small Mountain,1,WOD_Mountain_Gray_03,695,182,77,5,6957718205,Isle of Balfiera,695.6015625,-182.9609375,-125,0.54,1
Small Mountain,1,WOD_Mountain_Gray_05,714,188,6,87,7140618887,Isle of Balfiera,714.046875,-188.3203125,94,0.5,1
Small Mountain,1,WOD_Mountain_Gray_08,696,184,28,119,69628184119,Isle of Balfiera,696.21875,-184.0703125,150,0.63,1
Small Mountain,1,WOD_Mountain_Gray_05,716,207,61,83,7166120783,Isle of Balfiera,716.4765625,-207.3515625,-92,0.5,1
Small Mountain,1,WOD_Mountain_Gray_03,694,212,29,102,69429212102,Isle of Balfiera,694.2265625,-212.203125,40,0.75,1
Small Mountain,1,WOD_Mountain_Gray_03,678,186,56,77,6785618677,Isle of Balfiera,678.4375,-186.3984375,-147,0.58,1
Small Mountain,1,WOD_Mountain_Gray_07,733,226,41,6,7334122606,Isle of Balfiera,733.3203125,-226.953125,-140,0.67,1
Small Mountain,1,WOD_Mountain_Gray_09,700,181,27,22,7002718122,Isle of Balfiera,700.2109375,-181.828125,-3,0.58,1
Small Mountain,1,WOD_Mountain_Gray_02,741,198,58,19,7415819819,Isle of Balfiera,741.453125,-198.8515625,140,0.7,1
Small Mountain,1,WOD_Mountain_Gray_03,697,188,110,86,69711018886,Isle of Balfiera,697.859375,-188.328125,-19,0.54,1
Small Mountain,1,WOD_Mountain_Gray_02,725,202,119,18,72511920218,Isle of Balfiera,725.9296875,-202.859375,130,0.5,1
Small Mountain,1,WOD_Mountain_Gray_01,694,191,88,127,69488191127,Isle of Balfiera,694.6875,-191.0078125,-143,0.61,1
Small Mountain,1,WOD_Mountain_Gray_08,736,215,15,61,7361521561,Isle of Balfiera,736.1171875,-215.5234375,-36,0.68,1
Small Mountain,1,WOD_Mountain_Gray_01,697,182,99,127,69799182127,Isle of Balfiera,697.7734375,-182.0078125,89,0.63,1
Small Mountain,1,WOD_Mountain_Gray_09,747,222,41,8,7474122208,Isle of Balfiera,747.3203125,-222.9375,171,0.63,1
Small Mountain,1,WOD_Mountain_Gray_05,696,223,12,9,6961222309,Isle of Balfiera,696.09375,-223.9296875,142,0.62,1
Small Mountain,1,WOD_Mountain_Gray_03,741,230,50,123,74150230123,Isle of Balfiera,741.390625,-230.0390625,40,0.55,1
Small Mountain,1,WOD_Mountain_Gray_04,692,193,47,72,6924719372,Isle of Balfiera,692.3671875,-193.4375,-67,0.57,1
Small Mountain,1,WOD_Mountain_Gray_06,729,226,87,106,72987226106,Isle of Balfiera,729.6796875,-226.171875,-100,0.57,1
Small Mountain,1,WOD_Mountain_Gray_01,740,213,40,120,74040213120,Isle of Balfiera,740.3125,-213.0625,-9,0.69,1
Small Mountain,1,WOD_Mountain_Gray_08,741,223,82,33,7418222333,Isle of Balfiera,741.640625,-223.7421875,35,0.6,1
Small Mountain,1,WOD_Mountain_Gray_08,726,206,55,76,7265520676,Isle of Balfiera,726.4296875,-206.40625,-60,0.66,1
Small Mountain,1,WOD_Mountain_Gray_07,731,230,33,96,7313323096,Isle of Balfiera,731.2578125,-230.25,12,0.59,1
Small Mountain,1,WOD_Mountain_Gray_06,717,228,82,73,7178222873,Isle of Balfiera,717.640625,-228.4296875,-29,0.56,1
Small Mountain,1,WOD_Mountain_Gray_07,677,218,6,58,6770621858,Isle of Balfiera,677.046875,-218.546875,75,0.55,1
Small Mountain,1,WOD_Mountain_Gray_03,733,199,0,10,7330019910,Isle of Balfiera,733,-199.921875,114,0.56,1
Small Mountain,1,WOD_Mountain_Gray_02,742,226,110,58,74211022658,Isle of Balfiera,742.859375,-226.546875,93,0.66,1
Small Mountain,1,WOD_Mountain_Gray_06,724,202,51,125,72451202125,Isle of Balfiera,724.3984375,-202.0234375,40,0.62,1
Small Mountain,1,WOD_Mountain_Gray_09,682,185,78,77,6827818577,Isle of Balfiera,682.609375,-185.3984375,141,0.57,1
Small Mountain,1,WOD_Mountain_Gray_09,699,185,41,64,6994118564,Isle of Balfiera,699.3203125,-185.5,-41,0.66,1
Small Mountain,1,WOD_Mountain_Gray_02,718,231,8,76,7180823176,Isle of Balfiera,718.0625,-231.40625,151,0.6,1
Small Mountain,1,WOD_Mountain_Gray_08,691,181,37,3,6913718103,Isle of Balfiera,691.2890625,-181.9765625,-52,0.67,1
Small Mountain,1,WOD_Mountain_Gray_09,694,184,123,46,69412318446,Isle of Balfiera,694.9609375,-184.640625,-97,0.72,1
Small Mountain,1,WOD_Mountain_Gray_04,694,210,102,59,69410221059,Isle of Balfiera,694.796875,-210.5390625,-132,0.57,1
Small Mountain,1,WOD_Mountain_Gray_09,699,228,68,4,6996822804,Isle of Balfiera,699.53125,-228.96875,64,0.54,1
Small Mountain,1,WOD_Mountain_Gray_02,744,229,1,1,7440122901,Isle of Balfiera,744.0078125,-229.9921875,-53,0.7,1
Small Mountain,1,WOD_Mountain_Gray_01,687,186,74,64,6877418664,Isle of Balfiera,687.578125,-186.5,57,0.51,1
Small Mountain,1,WOD_Mountain_Gray_03,719,209,104,35,71910420935,Isle of Balfiera,719.8125,-209.7265625,115,0.67,1
Small Mountain,1,WOD_Mountain_Gray_04,728,191,22,124,72822191124,Isle of Balfiera,728.171875,-191.03125,-88,0.58,1
Small Mountain,1,WOD_Mountain_Gray_05,689,213,73,22,6897321322,Isle of Balfiera,689.5703125,-213.828125,112,0.53,1
Small Mountain,1,WOD_Mountain_Gray_08,695,187,54,26,6955418726,Isle of Balfiera,695.421875,-187.796875,22,0.52,1
Small Mountain,1,WOD_Mountain_Gray_03,729,211,102,81,72910221181,Isle of Balfiera,729.796875,-211.3671875,-101,0.58,1
Small Mountain,1,WOD_Mountain_Gray_02,710,224,23,123,71023224123,Isle of Balfiera,710.1796875,-224.0390625,16,0.67,1
Small Mountain,1,WOD_Mountain_Gray_04,742,224,108,58,74210822458,Isle of Balfiera,742.84375,-224.546875,12,0.52,1
Small Mountain,1,WOD_Mountain_Gray_09,673,211,110,3,67311021103,Isle of Balfiera,673.859375,-211.9765625,24,0.6,1
Small Mountain,1,WOD_Mountain_Gray_05,722,188,56,100,72256188100,Isle of Balfiera,722.4375,-188.21875,16,0.69,1
Small Mountain,1,WOD_Mountain_Gray_02,707,195,76,92,7077619592,Isle of Balfiera,707.59375,-195.28125,-124,0.67,1
Small Mountain,1,WOD_Mountain_Gray_06,703,196,37,93,7033719693,Isle of Balfiera,703.2890625,-196.2734375,123,0.73,1
Small Mountain,1,WOD_Mountain_Gray_07,747,207,1,119,74701207119,Isle of Balfiera,747.0078125,-207.0703125,13,0.51,1
Small Mountain,1,WOD_Mountain_Gray_03,721,192,54,1,7215419201,Isle of Balfiera,721.421875,-192.9921875,-159,0.6,1
Small Mountain,1,WOD_Mountain_Gray_09,746,217,111,90,74611121790,Isle of Balfiera,746.8671875,-217.296875,0,0.64,1
Small Mountain,1,WOD_Mountain_Gray_04,715,189,19,114,71519189114,Isle of Balfiera,715.1484375,-189.109375,20,0.6,1
Small Mountain,1,WOD_Mountain_Gray_08,699,184,27,1,6992718401,Isle of Balfiera,699.2109375,-184.9921875,-146,0.66,1
Small Mountain,1,WOD_Mountain_Gray_08,679,208,17,92,6791720892,Isle of Balfiera,679.1328125,-208.28125,164,0.59,1
Small Mountain,1,WOD_Mountain_Gray_03,697,222,99,47,6979922247,Isle of Balfiera,697.7734375,-222.6328125,91,0.54,1
Small Mountain,1,WOD_Mountain_Gray_05,728,192,65,111,72865192111,Isle of Balfiera,728.5078125,-192.1328125,88,0.63,1
Small Mountain,1,WOD_Mountain_Gray_02,741,205,86,63,7418620563,Isle of Balfiera,741.671875,-205.5078125,-64,0.68,1
Small Mountain,1,WOD_Mountain_Gray_06,731,192,38,79,7313819279,Isle of Balfiera,731.296875,-192.3828125,79,0.73,1
Small Mountain,1,WOD_Mountain_Gray_09,703,226,29,20,7032922620,Isle of Balfiera,703.2265625,-226.84375,63,0.56,1
Small Mountain,1,WOD_Mountain_Gray_02,740,198,13,73,7401319873,Isle of Balfiera,740.1015625,-198.4296875,8,0.62,1
Small Mountain,1,WOD_Mountain_Gray_08,717,230,83,42,7178323042,Isle of Balfiera,717.6484375,-230.671875,-34,0.59,1
Small Mountain,1,WOD_Mountain_Gray_06,719,192,125,99,71912519299,Isle of Balfiera,719.9765625,-192.2265625,-168,0.71,1
Small Mountain,1,WOD_Mountain_Gray_01,717,209,105,50,71710520950,Isle of Balfiera,717.8203125,-209.609375,165,0.74,1
Small Mountain,1,WOD_Mountain_Gray_02,719,192,59,42,7195919242,Isle of Balfiera,719.4609375,-192.671875,68,0.73,1
Small Mountain,1,WOD_Mountain_Gray_06,699,205,31,27,6993120527,Isle of Balfiera,699.2421875,-205.7890625,43,0.52,1
Small Mountain,1,WOD_Mountain_Gray_03,681,181,120,105,681120181105,Isle of Balfiera,681.9375,-181.1796875,27,0.54,1
Small Mountain,1,WOD_Mountain_Gray_04,730,228,42,96,7304222896,Isle of Balfiera,730.328125,-228.25,16,0.53,1
Small Mountain,1,WOD_Mountain_Gray_02,699,208,91,49,6999120849,Isle of Balfiera,699.7109375,-208.6171875,70,0.57,1
Small Mountain,1,WOD_Mountain_Gray_02,712,188,73,59,7127318859,Isle of Balfiera,712.5703125,-188.5390625,-105,0.56,1
Small Mountain,1,WOD_Mountain_Gray_07,711,226,73,3,7117322603,Isle of Balfiera,711.5703125,-226.9765625,123,0.65,1
Small Mountain,1,WOD_Mountain_Gray_04,729,193,125,63,72912519363,Isle of Balfiera,729.9765625,-193.5078125,-25,0.65,1
Small Mountain,1,WOD_Mountain_Gray_06,711,215,118,119,711118215119,Isle of Balfiera,711.921875,-215.0703125,-109,0.69,1
Small Mountain,1,WOD_Mountain_Gray_02,713,196,45,105,71345196105,Isle of Balfiera,713.3515625,-196.1796875,-164,0.68,1
Small Mountain,1,WOD_Mountain_Gray_09,693,180,74,35,6937418035,Isle of Balfiera,693.578125,-180.7265625,25,0.69,1
Small Mountain,1,WOD_Mountain_Gray_07,717,209,28,5,7172820905,Isle of Balfiera,717.21875,-209.9609375,0,0.63,1
Small Mountain,1,WOD_Mountain_Gray_03,716,193,52,100,71652193100,Isle of Balfiera,716.40625,-193.21875,46,0.71,1
Small Mountain,1,WOD_Mountain_Gray_08,711,193,102,76,71110219376,Isle of Balfiera,711.796875,-193.40625,-55,0.59,1
Small Mountain,1,WOD_Mountain_Gray_05,725,206,86,44,7258620644,Isle of Balfiera,725.671875,-206.65625,164,0.74,1
Small Mountain,1,WOD_Mountain_Gray_09,686,215,51,110,68651215110,Isle of Balfiera,686.3984375,-215.140625,-114,0.58,1
Small Mountain,1,WOD_Mountain_Gray_09,702,203,28,33,7022820333,Isle of Balfiera,702.21875,-203.7421875,-107,0.68,1
Small Mountain,1,WOD_Mountain_Gray_06,743,224,27,61,7432722461,Isle of Balfiera,743.2109375,-224.5234375,165,0.7,1
Small Mountain,1,WOD_Mountain_Gray_01,716,232,74,72,7167423272,Isle of Balfiera,716.578125,-232.4375,-123,0.51,1
Small Mountain,1,WOD_Mountain_Gray_05,714,232,44,83,7144423283,Isle of Balfiera,714.34375,-232.3515625,162,0.66,1
Small Mountain,1,WOD_Mountain_Gray_03,707,194,96,33,7079619433,Isle of Balfiera,707.75,-194.7421875,50,0.69,1
Small Mountain,1,WOD_Mountain_Gray_07,695,209,105,15,69510520915,Isle of Balfiera,695.8203125,-209.8828125,-29,0.52,1
Small Mountain,1,WOD_Mountain_Gray_02,675,214,83,6,6758321406,Isle of Balfiera,675.6484375,-214.953125,30,0.5,1
Small Mountain,1,WOD_Mountain_Gray_09,713,209,4,38,7130420938,Isle of Balfiera,713.03125,-209.703125,156,0.73,1
Small Mountain,1,WOD_Mountain_Gray_06,693,181,93,106,69393181106,Isle of Balfiera,693.7265625,-181.171875,10,0.61,1
Small Mountain,1,WOD_Mountain_Gray_06,730,190,37,46,7303719046,Isle of Balfiera,730.2890625,-190.640625,-180,0.69,1
Small Mountain,1,WOD_Mountain_Gray_01,712,187,115,72,71211518772,Isle of Balfiera,712.8984375,-187.4375,39,0.56,1
Small Mountain,1,WOD_Mountain_Gray_08,734,196,52,106,73452196106,Isle of Balfiera,734.40625,-196.171875,-149,0.65,1
Small Mountain,1,WOD_Mountain_Gray_04,704,197,106,99,70410619799,Isle of Balfiera,704.828125,-197.2265625,16,0.67,1
Small Mountain,1,WOD_Mountain_Gray_05,729,188,77,111,72977188111,Isle of Balfiera,729.6015625,-188.1328125,-21,0.62,1
Small Mountain,1,WOD_Mountain_Gray_02,682,207,58,96,6825820796,Isle of Balfiera,682.453125,-207.25,98,0.65,1
Small Mountain,1,WOD_Mountain_Gray_03,699,212,40,35,6994021235,Isle of Balfiera,699.3125,-212.7265625,95,0.63,1
Small Mountain,1,WOD_Mountain_Gray_05,691,178,74,55,6917417855,Isle of Balfiera,691.578125,-178.5703125,180,0.67,1
Small Mountain,1,WOD_Mountain_Gray_09,696,190,9,120,69609190120,Isle of Balfiera,696.0703125,-190.0625,26,0.64,1
Small Mountain,1,WOD_Mountain_Gray_07,747,225,116,49,74711622549,Isle of Balfiera,747.90625,-225.6171875,132,0.68,1
Small Mountain,1,WOD_Mountain_Gray_05,742,217,3,24,7420321724,Isle of Balfiera,742.0234375,-217.8125,-107,0.57,1
Small Mountain,1,WOD_Mountain_Gray_03,683,182,27,72,6832718272,Isle of Balfiera,683.2109375,-182.4375,23,0.53,1
Small Mountain,1,WOD_Mountain_Gray_01,713,194,87,44,7138719444,Isle of Balfiera,713.6796875,-194.65625,-88,0.51,1
Small Mountain,1,WOD_Mountain_Gray_01,738,195,105,86,73810519586,Isle of Balfiera,738.8203125,-195.328125,30,0.67,1
Small Mountain,1,WOD_Mountain_Gray_06,688,193,110,76,68811019376,Isle of Balfiera,688.859375,-193.40625,27,0.6,1
Small Mountain,1,WOD_Mountain_Gray_05,709,196,61,32,7096119632,Isle of Balfiera,709.4765625,-196.75,-58,0.55,1
Small Mountain,1,WOD_Mountain_Gray_09,750,208,104,72,75010420872,Isle of Balfiera,750.8125,-208.4375,-122,0.75,1
Small Mountain,1,WOD_Mountain_Gray_09,697,210,84,31,6978421031,Isle of Balfiera,697.65625,-210.7578125,70,0.62,1
Small Mountain,1,WOD_Mountain_Gray_01,686,185,102,69,68610218569,Isle of Balfiera,686.796875,-185.4609375,0,0.62,1
Small Mountain,1,WOD_Mountain_Gray_07,707,187,6,22,7070618722,Isle of Balfiera,707.046875,-187.828125,180,0.68,1
Small Mountain,1,WOD_Mountain_Gray_04,735,225,118,125,735118225125,Isle of Balfiera,735.921875,-225.0234375,155,0.74,1
Small Mountain,1,WOD_Mountain_Gray_05,719,231,26,106,71926231106,Isle of Balfiera,719.203125,-231.171875,-105,0.74,1
Small Mountain,1,WOD_Mountain_Gray_02,712,195,15,100,71215195100,Isle of Balfiera,712.1171875,-195.21875,135,0.75,1
Small Mountain,1,WOD_Mountain_Gray_09,712,190,72,86,7127219086,Isle of Balfiera,712.5625,-190.328125,-66,0.52,1
Small Mountain,1,WOD_Mountain_Gray_02,707,195,23,99,7072319599,Isle of Balfiera,707.1796875,-195.2265625,69,0.58,1
Small Mountain,1,WOD_Mountain_Gray_03,689,231,91,51,6899123151,Isle of Balfiera,689.7109375,-231.6015625,-32,0.62,1
Small Mountain,1,WOD_Mountain_Gray_05,699,195,81,17,6998119517,Isle of Balfiera,699.6328125,-195.8671875,-88,0.58,1
Small Mountain,1,WOD_Mountain_Gray_09,735,226,46,32,7354622632,Isle of Balfiera,735.359375,-226.75,165,0.68,1
Small Mountain,1,WOD_Mountain_Gray_03,686,216,97,122,68697216122,Isle of Balfiera,686.7578125,-216.046875,-157,0.73,1
Small Mountain,1,WOD_Mountain_Gray_05,697,224,15,109,69715224109,Isle of Balfiera,697.1171875,-224.1484375,176,0.62,1
Small Mountain,1,WOD_Mountain_Gray_03,715,197,23,77,7152319777,Isle of Balfiera,715.1796875,-197.3984375,-59,0.68,1
Small Mountain,1,WOD_Mountain_Gray_01,723,191,113,13,72311319113,Isle of Balfiera,723.8828125,-191.8984375,-63,0.63,1
Small Mountain,1,WOD_Mountain_Gray_08,681,225,101,86,68110122586,Isle of Balfiera,681.7890625,-225.328125,16,0.61,1
Small Mountain,1,WOD_Mountain_Gray_05,751,215,3,10,7510321510,Isle of Balfiera,751.0234375,-215.921875,-48,0.63,1
Small Mountain,1,WOD_Mountain_Gray_05,713,207,58,27,7135820727,Isle of Balfiera,713.453125,-207.7890625,-164,0.5,1
Small Mountain,1,WOD_Mountain_Gray_02,703,229,17,76,7031722976,Isle of Balfiera,703.1328125,-229.40625,-83,0.71,1
Small Mountain,1,WOD_Mountain_Gray_02,707,214,70,67,7077021467,Isle of Balfiera,707.546875,-214.4765625,75,0.55,1
Small Mountain,1,WOD_Mountain_Gray_06,710,228,83,52,7108322852,Isle of Balfiera,710.6484375,-228.59375,-168,0.56,1
Small Mountain,1,WOD_Mountain_Gray_03,728,203,100,120,728100203120,Isle of Balfiera,728.78125,-203.0625,91,0.7,1
Small Mountain,1,WOD_Mountain_Gray_08,710,216,124,113,710124216113,Isle of Balfiera,710.96875,-216.1171875,-172,0.64,1
Small Mountain,1,WOD_Mountain_Gray_09,692,179,35,110,69235179110,Isle of Balfiera,692.2734375,-179.140625,160,0.6,1
Small Mountain,1,WOD_Mountain_Gray_07,728,209,67,28,7286720928,Isle of Balfiera,728.5234375,-209.78125,130,0.55,1
Small Mountain,1,WOD_Mountain_Gray_09,729,226,17,22,7291722622,Isle of Balfiera,729.1328125,-226.828125,-83,0.65,1
Small Mountain,1,WOD_Mountain_Gray_09,679,207,13,82,6791320782,Isle of Balfiera,679.1015625,-207.359375,49,0.6,1
Small Mountain,1,WOD_Mountain_Gray_03,743,219,24,110,74324219110,Isle of Balfiera,743.1875,-219.140625,41,0.65,1
Small Mountain,1,WOD_Mountain_Gray_09,722,231,73,83,7227323183,Isle of Balfiera,722.5703125,-231.3515625,57,0.63,1
Small Mountain,1,WOD_Mountain_Gray_09,676,215,55,52,6765521552,Isle of Balfiera,676.4296875,-215.59375,46,0.53,1
Small Mountain,1,WOD_Mountain_Gray_01,719,202,28,113,71928202113,Isle of Balfiera,719.21875,-202.1171875,-36,0.5,1
Small Mountain,1,WOD_Mountain_Gray_04,696,203,84,36,6968420336,Isle of Balfiera,696.65625,-203.71875,46,0.52,1
Small Mountain,1,WOD_Mountain_Gray_09,712,189,40,55,7124018955,Isle of Balfiera,712.3125,-189.5703125,-15,0.75,1
Small Mountain,1,WOD_Mountain_Gray_05,746,211,59,76,7465921176,Isle of Balfiera,746.4609375,-211.40625,-4,0.67,1
Small Mountain,1,WOD_Mountain_Gray_08,722,189,118,99,72211818999,Isle of Balfiera,722.921875,-189.2265625,147,0.57,1
Small Mountain,1,WOD_Mountain_Gray_04,713,186,92,29,7139218629,Isle of Balfiera,713.71875,-186.7734375,48,0.5,1
Small Mountain,1,WOD_Mountain_Gray_06,714,196,33,108,71433196108,Isle of Balfiera,714.2578125,-196.15625,6,0.68,1
Small Mountain,1,WOD_Mountain_Gray_09,705,186,124,58,70512418658,Isle of Balfiera,705.96875,-186.546875,-68,0.74,1
Small Mountain,1,WOD_Mountain_Gray_03,689,189,17,8,6891718908,Isle of Balfiera,689.1328125,-189.9375,-91,0.7,1
Small Mountain,1,WOD_Mountain_Gray_09,721,208,0,115,72100208115,Isle of Balfiera,721,-208.1015625,92,0.68,1
Small Mountain,1,WOD_Mountain_Gray_08,693,207,26,97,6932620797,Isle of Balfiera,693.203125,-207.2421875,-48,0.73,1
Small Mountain,1,WOD_Mountain_Gray_08,673,208,3,45,6730320845,Isle of Balfiera,673.0234375,-208.6484375,167,0.73,1
Small Mountain,1,WOD_Mountain_Gray_06,716,231,23,120,71623231120,Isle of Balfiera,716.1796875,-231.0625,138,0.53,1
Small Mountain,1,WOD_Mountain_Gray_01,730,192,90,3,7309019203,Isle of Balfiera,730.703125,-192.9765625,13,0.65,1
Small Mountain,1,WOD_Mountain_Gray_07,697,205,92,122,69792205122,Isle of Balfiera,697.71875,-205.046875,-112,0.66,1
Small Mountain,1,WOD_Mountain_Gray_05,730,230,91,116,73091230116,Isle of Balfiera,730.7109375,-230.09375,-144,0.53,1
Small Mountain,1,WOD_Mountain_Gray_04,717,209,12,101,71712209101,Isle of Balfiera,717.09375,-209.2109375,101,0.55,1
Small Mountain,1,WOD_Mountain_Gray_08,692,179,41,8,6924117908,Isle of Balfiera,692.3203125,-179.9375,-104,0.6,1
