fid,name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,climate,color,sink
136133,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,443,454,4430745496,7,96,Alik'r Desert,443.0546875,-454.25,-50,Desert,Brown,0.5
133729,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,320,442,320121442116,121,116,Alik'r Desert,320.9453125,-442.09375,126,Desert,Brown,0.5
131994,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,536,431,53612843120,128,20,Alik'r Desert,537,-431.84375,-126,Desert,Brown,0.5
134021,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,504,427,50486427117,86,117,Alik'r Desert,504.671875,-427.0859375,-5,Desert,Brown,0.5
132401,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,582,426,5822842660,28,60,Alik'r Desert,582.21875,-426.53125,-33,Desert,Brown,0.5
134107,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,455,450,4559445060,94,60,Alik'r Desert,455.734375,-450.53125,40,Desert,Brown,0.5
136756,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,288,461,28812546112,125,12,Alik'r Desert,288.9765625,-461.90625,34,Desert,Brown,0.5
129628,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,266,496,2668449606,84,6,Alik'r Desert,266.65625,-496.953125,21,Desert,Brown,0.5
133164,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,284,459,2848145910,81,10,Alik'r Desert,284.6328125,-459.921875,-167,Desert,Brown,0.5
131514,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,248,488,2484648880,46,80,Alik'r Desert,248.359375,-488.375,-27,Desert,Brown,0.5
130774,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,295,482,2957948251,79,51,Alik'r Desert,295.6171875,-482.6015625,171,Desert,Brown,0.5
134521,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,522,446,5229644657,96,57,Alik'r Desert,522.75,-446.5546875,-179,Desert,Brown,0.5
134891,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,541,432,54112243248,122,48,Alik'r Desert,541.953125,-432.625,-143,Desert,Brown,0.5
131106,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,395,452,3955345246,53,46,Alik'r Desert,395.4140625,-452.640625,100,Desert,Brown,0.5
130455,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,625,411,62521411123,21,123,Alik'r Desert,625.1640625,-411.0390625,-107,Desert,Brown,0.5
135998,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,332,476,3327247649,72,49,Alik'r Desert,332.5625,-476.6171875,-97,Desert,Brown,0.5
130429,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,376,421,3769642177,96,77,Alik'r Desert,376.75,-421.3984375,51,Desert,Brown,0.5
130647,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,591,431,5910543184,5,84,Alik'r Desert,591.0390625,-431.34375,-66,Desert,Brown,0.5
130181,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,338,465,33835465102,35,102,Alik'r Desert,338.2734375,-465.203125,162,Desert,Brown,0.5
137211,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,358,453,3581645303,16,3,Alik'r Desert,358.125,-453.9765625,-16,Desert,Brown,0.5
136244,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,597,410,59725410118,25,118,Alik'r Desert,597.1953125,-410.078125,94,Desert,Brown,0.5
132143,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,372,496,3726449683,64,83,Alik'r Desert,372.5,-496.3515625,175,Desert,Brown,0.5
132447,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,586,436,58610543611,105,11,Alik'r Desert,586.8203125,-436.9140625,12,Desert,Brown,0.5
135799,Rocks,1,WOD_Rocks_Flat_Brown_Medium_05,498,398,4982939842,29,42,Alik'r Desert,498.2265625,-398.671875,-5,Desert,Brown,0.5
132176,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,258,460,25812346062,123,62,Alik'r Desert,258.9609375,-460.515625,-96,Desert,Brown,0.5
136809,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,382,472,3824847270,48,70,Alik'r Desert,382.375,-472.453125,53,Desert,Brown,0.5
130511,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,404,476,404126476112,126,112,Alik'r Desert,404.984375,-476.125,-145,Desert,Brown,0.5
134754,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,578,407,57891407119,91,119,Alik'r Desert,578.7109375,-407.0703125,152,Desert,Brown,0.5
133064,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,365,430,3652443030,24,30,Alik'r Desert,365.1875,-430.765625,51,Desert,Brown,0.5
131781,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,515,429,51548429116,48,116,Alik'r Desert,515.375,-429.09375,-149,Desert,Brown,0.5
134877,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,382,429,3820542953,5,53,Alik'r Desert,382.0390625,-429.5859375,-173,Desert,Brown,0.5
132309,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,297,450,2978845060,88,60,Alik'r Desert,297.6875,-450.53125,152,Desert,Brown,0.5
135779,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,305,464,30510646455,106,55,Alik'r Desert,305.828125,-464.5703125,-160,Desert,Brown,0.5
130403,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,291,455,29135455104,35,104,Alik'r Desert,291.2734375,-455.1875,-2,Desert,Brown,0.5
136295,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,585,404,58526404120,26,120,Alik'r Desert,585.203125,-404.0625,-55,Desert,Brown,0.5
134900,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,396,424,3962542405,25,5,Alik'r Desert,396.1953125,-424.9609375,8,Desert,Brown,0.5
135766,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,412,428,41211542886,115,86,Alik'r Desert,412.8984375,-428.328125,54,Desert,Brown,0.5
130277,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,560,435,5605943565,59,65,Alik'r Desert,560.4609375,-435.4921875,114,Desert,Brown,0.5
133460,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,563,427,56312442728,124,28,Alik'r Desert,563.96875,-427.78125,-20,Desert,Brown,0.5
136566,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,321,461,3216646114,66,14,Alik'r Desert,321.515625,-461.890625,108,Desert,Brown,0.5
136317,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,287,494,28794494121,94,121,Alik'r Desert,287.734375,-494.0546875,46,Desert,Brown,0.5
132051,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,284,447,28412244707,122,7,Alik'r Desert,284.953125,-447.9453125,-114,Desert,Brown,0.5
131626,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,480,467,480108467118,108,118,Alik'r Desert,480.84375,-467.078125,104,Desert,Brown,0.5
136868,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,493,470,4932447021,24,21,Alik'r Desert,493.1875,-470.8359375,32,Desert,Brown,0.5
129952,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,375,479,3757347948,73,48,Alik'r Desert,375.5703125,-479.625,-53,Desert,Brown,0.5
135777,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,401,495,4011649539,16,39,Alik'r Desert,401.125,-495.6953125,130,Desert,Brown,0.5
130886,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,327,496,3279349640,93,40,Alik'r Desert,327.7265625,-496.6875,41,Desert,Brown,0.5
136682,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,401,497,4017049768,70,68,Alik'r Desert,401.546875,-497.46875,-129,Desert,Brown,0.5
131946,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,392,410,39242410101,42,101,Alik'r Desert,392.328125,-410.2109375,-18,Desert,Brown,0.5
135496,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,332,428,33211542831,115,31,Alik'r Desert,332.8984375,-428.7578125,-4,Desert,Brown,0.5
136871,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,368,452,3682445261,24,61,Alik'r Desert,368.1875,-452.5234375,148,Desert,Brown,0.5
132497,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,321,488,32101488116,1,116,Alik'r Desert,321.0078125,-488.09375,152,Desert,Brown,0.5
131511,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,466,483,4662748326,27,26,Alik'r Desert,466.2109375,-483.796875,109,Desert,Brown,0.5
132238,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,493,439,4932943945,29,45,Alik'r Desert,493.2265625,-439.6484375,148,Desert,Brown,0.5
131013,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,352,420,3527642035,76,35,Alik'r Desert,352.59375,-420.7265625,-67,Desert,Brown,0.5
135216,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,270,472,27019472100,19,100,Alik'r Desert,270.1484375,-472.21875,-61,Desert,Brown,0.5
136453,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,240,489,24011248964,112,64,Alik'r Desert,240.875,-489.5,-78,Desert,Brown,0.5
135253,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,547,439,5475343962,53,62,Alik'r Desert,547.4140625,-439.515625,-38,Desert,Brown,0.5
134683,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,467,484,4676248493,62,93,Alik'r Desert,467.484375,-484.2734375,-68,Desert,Brown,0.5
134282,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,510,423,510109423128,109,128,Alik'r Desert,510.8515625,-423,-84,Desert,Brown,0.5
133666,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,493,408,4930340835,3,35,Alik'r Desert,493.0234375,-408.7265625,75,Desert,Brown,0.5
133899,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,494,452,4948245211,82,11,Alik'r Desert,494.640625,-452.9140625,-97,Desert,Brown,0.5
133413,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,327,432,3278943264,89,64,Alik'r Desert,327.6953125,-432.5,113,Desert,Brown,0.5
136456,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,458,475,4584947548,49,48,Alik'r Desert,458.3828125,-475.625,100,Desert,Brown,0.5
135916,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,378,450,37810145009,101,9,Alik'r Desert,378.7890625,-450.9296875,-147,Desert,Brown,0.5
132786,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,406,482,4060448261,4,61,Alik'r Desert,406.03125,-482.5234375,-61,Desert,Brown,0.5
133857,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,502,446,502124446119,124,119,Alik'r Desert,502.96875,-446.0703125,140,Desert,Brown,0.5
135439,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,238,484,23810548496,105,96,Alik'r Desert,238.8203125,-484.25,104,Desert,Brown,0.5
134423,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,396,413,3960941366,9,66,Alik'r Desert,396.0703125,-413.484375,87,Desert,Brown,0.5
136691,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,327,486,3270148608,1,8,Alik'r Desert,327.0078125,-486.9375,35,Desert,Brown,0.5
134093,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,628,421,6285942101,59,1,Alik'r Desert,628.4609375,-421.9921875,-13,Desert,Brown,0.5
130360,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,315,445,3158544573,85,73,Alik'r Desert,315.6640625,-445.4296875,-15,Desert,Brown,0.5
130184,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,353,427,3533342771,33,71,Alik'r Desert,353.2578125,-427.4453125,-169,Desert,Brown,0.5
135892,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,504,424,5043342425,33,25,Alik'r Desert,504.2578125,-424.8046875,171,Desert,Brown,0.5
134904,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,416,489,416126489100,126,100,Alik'r Desert,416.984375,-489.21875,-166,Desert,Brown,0.5
130773,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,528,432,5281543288,15,88,Alik'r Desert,528.1171875,-432.3125,174,Desert,Brown,0.5
132091,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,507,414,5071241467,12,67,Alik'r Desert,507.09375,-414.4765625,76,Desert,Brown,0.5
134853,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,345,490,3455049084,50,84,Alik'r Desert,345.390625,-490.34375,-164,Desert,Brown,0.5
131340,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,581,387,58111838758,118,58,Alik'r Desert,581.921875,-387.546875,-49,Desert,Brown,0.5
132126,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,295,466,29510346623,103,23,Alik'r Desert,295.8046875,-466.8203125,-157,Desert,Brown,0.5
135254,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,502,435,50211543501,115,1,Alik'r Desert,502.8984375,-435.9921875,-131,Desert,Brown,0.5
130117,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,214,498,2148049833,80,33,Alik'r Desert,214.625,-498.7421875,-45,Desert,Brown,0.5
133536,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,216,495,21610449513,104,13,Alik'r Desert,216.8125,-495.8984375,122,Desert,Brown,0.5
131476,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,271,461,2716646138,66,38,Alik'r Desert,271.515625,-461.703125,104,Desert,Brown,0.5
134092,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,344,436,3445443655,54,55,Alik'r Desert,344.421875,-436.5703125,-118,Desert,Brown,0.5
133796,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,456,483,456100483126,100,126,Alik'r Desert,456.78125,-483.015625,-6,Desert,Brown,0.5
134948,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,313,460,3133946043,39,43,Alik'r Desert,313.3046875,-460.6640625,-5,Desert,Brown,0.5
135923,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,223,486,2234648641,46,41,Alik'r Desert,223.359375,-486.6796875,84,Desert,Brown,0.5
133564,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,319,484,3193248416,32,16,Alik'r Desert,319.25,-484.875,131,Desert,Brown,0.5
133257,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,366,458,3662545861,25,61,Alik'r Desert,366.1953125,-458.5234375,-112,Desert,Brown,0.5
129785,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,299,470,2995447028,54,28,Alik'r Desert,299.421875,-470.78125,-3,Desert,Brown,0.5
134581,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,579,408,57910040867,100,67,Alik'r Desert,579.78125,-408.4765625,25,Desert,Brown,0.5
133980,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,397,479,3978047957,80,57,Alik'r Desert,397.625,-479.5546875,-19,Desert,Brown,0.5
136578,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,318,460,318107460103,107,103,Alik'r Desert,318.8359375,-460.1953125,0,Desert,Brown,0.5
135712,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,326,441,3269744106,97,6,Alik'r Desert,326.7578125,-441.953125,-163,Desert,Brown,0.5
136938,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,368,418,3687941850,79,50,Alik'r Desert,368.6171875,-418.609375,-101,Desert,Brown,0.5
132121,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,229,481,22911148147,111,47,Alik'r Desert,229.8671875,-481.6328125,145,Desert,Brown,0.5
131708,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,420,430,42012043063,120,63,Alik'r Desert,420.9375,-430.5078125,1,Desert,Brown,0.5
129646,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,320,493,3203449341,34,41,Alik'r Desert,320.265625,-493.6796875,103,Desert,Brown,0.5
131876,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,399,467,3992546797,25,97,Alik'r Desert,399.1953125,-467.2421875,-16,Desert,Brown,0.5
136811,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,266,468,2667146892,71,92,Alik'r Desert,266.5546875,-468.28125,39,Desert,Brown,0.5
129797,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,482,473,4825847328,58,28,Alik'r Desert,482.453125,-473.78125,163,Desert,Brown,0.5
137002,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,321,444,3216144446,61,46,Alik'r Desert,321.4765625,-444.640625,-56,Desert,Brown,0.5
131811,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,375,479,3755447977,54,77,Alik'r Desert,375.421875,-479.3984375,60,Desert,Brown,0.5
136257,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,241,495,2418649586,86,86,Alik'r Desert,241.671875,-495.328125,-145,Desert,Brown,0.5
135358,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,413,482,4134448229,44,29,Alik'r Desert,413.34375,-482.7734375,-4,Desert,Brown,0.5
134984,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,395,478,3955947890,59,90,Alik'r Desert,395.4609375,-478.296875,67,Desert,Brown,0.5
135084,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,313,452,3136745294,67,94,Alik'r Desert,313.5234375,-452.265625,102,Desert,Brown,0.5
132577,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,283,456,28366456123,66,123,Alik'r Desert,283.515625,-456.0390625,-85,Desert,Brown,0.5
134543,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,567,427,5679442778,94,78,Alik'r Desert,567.734375,-427.390625,21,Desert,Brown,0.5
133872,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,607,414,6074541411,45,11,Alik'r Desert,607.3515625,-414.9140625,-73,Desert,Brown,0.5
136477,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,332,491,3328849143,88,43,Alik'r Desert,332.6875,-491.6640625,62,Desert,Brown,0.5
132106,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,360,454,36010245453,102,53,Alik'r Desert,360.796875,-454.5859375,-75,Desert,Brown,0.5
131211,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,375,499,375108499118,108,118,Alik'r Desert,375.84375,-499.078125,80,Desert,Brown,0.5
132563,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,327,450,3272745009,27,9,Alik'r Desert,327.2109375,-450.9296875,20,Desert,Brown,0.5
134839,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,387,437,3873843747,38,47,Alik'r Desert,387.296875,-437.6328125,61,Desert,Brown,0.5
134925,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,490,461,49079461125,79,125,Alik'r Desert,490.6171875,-461.0234375,85,Desert,Brown,0.5
130572,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,285,448,2854044879,40,79,Alik'r Desert,285.3125,-448.3828125,-11,Desert,Brown,0.5
133757,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,471,483,47143483109,43,109,Alik'r Desert,471.3359375,-483.1484375,-106,Desert,Brown,0.5
131116,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,343,479,3437547982,75,82,Alik'r Desert,343.5859375,-479.359375,119,Desert,Brown,0.5
132281,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,495,450,4952945003,29,3,Alik'r Desert,495.2265625,-450.9765625,39,Desert,Brown,0.5
130704,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,449,478,44910547836,105,36,Alik'r Desert,449.8203125,-478.71875,-138,Desert,Brown,0.5
134971,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,587,423,58710442387,104,87,Alik'r Desert,587.8125,-423.3203125,145,Desert,Brown,0.5
134209,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,375,468,375114468126,114,126,Alik'r Desert,375.890625,-468.015625,-170,Desert,Brown,0.5
133595,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,321,446,3216844639,68,39,Alik'r Desert,321.53125,-446.6953125,117,Desert,Brown,0.5
136774,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,599,417,5990741768,7,68,Alik'r Desert,599.0546875,-417.46875,-159,Desert,Brown,0.5
130244,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,552,412,5523441217,34,17,Alik'r Desert,552.265625,-412.8671875,-55,Desert,Brown,0.5
135570,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,304,485,3047348551,73,51,Alik'r Desert,304.5703125,-485.6015625,51,Desert,Brown,0.5
131455,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,355,481,3552048107,20,7,Alik'r Desert,355.15625,-481.9453125,-79,Desert,Brown,0.5
133024,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,610,418,6106241817,62,17,Alik'r Desert,610.484375,-418.8671875,79,Desert,Brown,0.5
133816,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,381,446,3818144692,81,92,Alik'r Desert,381.6328125,-446.28125,147,Desert,Brown,0.5
133569,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,525,408,5251940873,19,73,Alik'r Desert,525.1484375,-408.4296875,-129,Desert,Brown,0.5
134516,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,388,442,3889244268,92,68,Alik'r Desert,388.71875,-442.46875,51,Desert,Brown,0.5
134562,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,311,449,31111844908,118,8,Alik'r Desert,311.921875,-449.9375,72,Desert,Brown,0.5
136404,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,385,430,3851543055,15,55,Alik'r Desert,385.1171875,-430.5703125,-177,Desert,Brown,0.5
136468,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,513,418,51311941814,119,14,Alik'r Desert,513.9296875,-418.890625,167,Desert,Brown,0.5
130290,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,569,387,5697838735,78,35,Alik'r Desert,569.609375,-387.7265625,106,Desert,Brown,0.5
136958,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,489,402,4895940272,59,72,Alik'r Desert,489.4609375,-402.4375,14,Desert,Brown,0.5
134620,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,361,446,36154446114,54,114,Alik'r Desert,361.421875,-446.109375,-147,Desert,Brown,0.5
130706,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,382,497,38290497116,90,116,Alik'r Desert,382.703125,-497.09375,172,Desert,Brown,0.5
136436,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,464,471,46492471120,92,120,Alik'r Desert,464.71875,-471.0625,-106,Desert,Brown,0.5
131798,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,483,478,4839247885,92,85,Alik'r Desert,483.71875,-478.3359375,-147,Desert,Brown,0.5
136043,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,440,495,4407349529,73,29,Alik'r Desert,440.5703125,-495.7734375,-13,Desert,Brown,0.5
134842,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,422,435,42210435108,10,108,Alik'r Desert,422.078125,-435.15625,-62,Desert,Brown,0.5
130953,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,574,437,57428437100,28,100,Alik'r Desert,574.21875,-437.21875,-178,Desert,Brown,0.5
134908,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,371,447,37111644748,116,48,Alik'r Desert,371.90625,-447.625,66,Desert,Brown,0.5
135181,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,593,397,59379397128,79,128,Alik'r Desert,593.6171875,-397,12,Desert,Brown,0.5
130322,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,239,471,2390347191,3,91,Alik'r Desert,239.0234375,-471.2890625,-101,Desert,Brown,0.5
133374,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,502,441,5025344183,53,83,Alik'r Desert,502.4140625,-441.3515625,99,Desert,Brown,0.5
135454,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,552,409,5521640949,16,49,Alik'r Desert,552.125,-409.6171875,33,Desert,Brown,0.5
130844,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,352,448,3527744801,77,1,Alik'r Desert,352.6015625,-448.9921875,-134,Desert,Brown,0.5
135195,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,597,412,5979841234,98,34,Alik'r Desert,597.765625,-412.734375,68,Desert,Brown,0.5
130459,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,482,404,48230404108,30,108,Alik'r Desert,482.234375,-404.15625,-19,Desert,Brown,0.5
133240,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,458,459,4582245910,22,10,Alik'r Desert,458.171875,-459.921875,25,Desert,Brown,0.5
136051,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,430,495,4308449525,84,25,Alik'r Desert,430.65625,-495.8046875,-18,Desert,Brown,0.5
131967,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,516,422,51611542253,115,53,Alik'r Desert,516.8984375,-422.5859375,151,Desert,Brown,0.5
136083,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,318,455,318110455120,110,120,Alik'r Desert,318.859375,-455.0625,-102,Desert,Brown,0.5
135727,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,342,448,3427744857,77,57,Alik'r Desert,342.6015625,-448.5546875,-152,Desert,Brown,0.5
136198,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,591,389,5917738932,77,32,Alik'r Desert,591.6015625,-389.75,76,Desert,Brown,0.5
135233,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,574,405,57411540565,115,65,Alik'r Desert,574.8984375,-405.4921875,40,Desert,Brown,0.5
130291,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,456,488,4562248857,22,57,Alik'r Desert,456.171875,-488.5546875,-157,Desert,Brown,0.5
136338,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,486,401,4860340127,3,27,Alik'r Desert,486.0234375,-401.7890625,-148,Desert,Brown,0.5
137020,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,419,491,4199049153,90,53,Alik'r Desert,419.703125,-491.5859375,-52,Desert,Brown,0.5
136541,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,556,398,55611539842,115,42,Alik'r Desert,556.8984375,-398.671875,11,Desert,Brown,0.5
134905,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,566,428,56610742824,107,24,Alik'r Desert,566.8359375,-428.8125,9,Desert,Brown,0.5
135387,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,592,386,5920938650,9,50,Alik'r Desert,592.0703125,-386.609375,-157,Subtropical,Brown,0.5
131543,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,620,415,6206441596,64,96,Alik'r Desert,620.5,-415.25,-160,Desert,Brown,0.5
130914,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,409,490,40996490116,96,116,Alik'r Desert,409.75,-490.09375,113,Desert,Brown,0.5
137041,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,270,487,2701848701,18,1,Alik'r Desert,270.140625,-487.9921875,-120,Desert,Brown,0.5
133642,Rocks,1,WOD_Rocks_Flat_Brown_Large_07,279,490,2794949079,49,79,Alik'r Desert,279.3828125,-490.3828125,-135,Desert,Brown,0.5
131317,Rocks,1,WOD_Rocks_Flat_Brown_Small_01,274,489,27421489112,21,112,Alik'r Desert,274.1640625,-489.125,44,Desert,Brown,0.5
133121,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,543,398,5439339874,93,74,Alik'r Desert,543.7265625,-398.421875,18,Desert,Brown,0.5
