name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region
Bandit Camp,0,WOD_BanditCamp_01,255,483,35,86,2553548386,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,340,430,31,111,34031430111,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,387,495,86,18,3878649518,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,223,484,32,19,2233248419,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,360,488,54,58,3605448858,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,545,413,35,97,5453541397,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,603,390,50,119,60350390119,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,402,449,88,35,4028844935,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,626,415,93,119,62693415119,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,299,452,125,54,29912545254,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,533,411,119,61,53311941161,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,279,464,18,73,2791846473,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,328,438,110,82,32811043882,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,288,459,120,116,288120459116,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,605,405,84,59,6058440559,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,359,416,17,9,3591741609,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,378,430,113,77,37811343077,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,575,390,78,63,5757839063,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,596,413,59,79,5965941379,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,504,420,13,123,50413420123,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,604,423,54,45,6045442345,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,410,424,83,74,4108342474,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,607,417,44,64,6074441764,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,547,403,38,38,5473840338,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,599,408,127,76,59912740876,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,272,493,54,67,2725449367,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,376,414,18,125,37618414125,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,555,428,108,68,55510842868,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,346,492,63,90,3466349290,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,436,495,86,114,43686495114,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,439,495,92,79,4399249579,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,583,407,100,105,583100407105,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,320,453,58,46,3205845346,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,235,474,19,58,2351947458,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,338,497,105,70,33810549770,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,373,487,0,124,37300487124,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,287,467,72,28,2877246728,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,396,464,91,72,3969146472,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,571,440,17,86,5711744086,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,521,399,68,87,5216839987,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,450,493,55,90,4505549390,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,537,438,122,87,53712243887,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,372,492,68,119,37268492119,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,632,431,72,55,6327243155,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,525,411,67,101,52567411101,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,588,392,86,61,5888639261,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,352,437,82,47,3528243747,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,249,456,72,40,2497245640,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,562,395,127,49,56212739549,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,343,439,88,38,3438843938,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,498,458,33,96,4983345896,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,506,404,79,105,50679404105,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,579,434,82,109,57982434109,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,295,454,27,55,2952745455,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,521,395,60,118,52160395118,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,498,447,27,58,4982744758,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,378,494,110,60,37811049460,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,332,460,95,99,3329546099,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,606,422,38,72,6063842272,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,391,434,61,1,3916143401,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,286,475,55,96,2865547596,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,577,394,125,92,57712539492,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,255,460,46,104,25546460104,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,445,497,29,88,4452949788,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,359,413,127,3,35912741303,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,379,485,124,42,37912448542,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,394,486,6,102,39406486102,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,366,432,17,22,3661743222,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,364,476,111,79,36411147679,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,385,489,27,95,3852748995,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,341,454,32,92,3413245492,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,377,494,15,63,3771549463,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,571,440,52,29,5715244029,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,372,477,102,24,37210247724,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,339,485,64,102,33964485102,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,367,476,106,59,36710647659,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,455,491,87,104,45587491104,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,339,483,47,1,3394748301,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,287,472,17,23,2871747223,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,576,394,50,109,57650394109,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,329,470,17,32,3291747032,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,575,439,9,44,5750943944,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,314,440,33,104,31433440104,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,384,491,91,99,3849149199,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,280,463,4,104,28004463104,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,414,440,32,40,4143244040,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,334,459,101,109,334101459109,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,523,430,73,56,5237343056,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,485,421,106,97,48510642197,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,377,424,38,104,37738424104,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,259,497,65,97,2596549797,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_03,300,451,51,6,3005145106,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,528,430,22,26,5282243026,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_03,274,456,28,22,2742845622,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_01,574,439,125,67,57412543967,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,246,471,79,51,2467947151,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,344,464,64,61,3446446461,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,319,437,101,58,31910143758,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,275,484,40,104,27540484104,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_02,342,461,51,20,3425146120,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_05,360,476,113,69,36011347669,Alik'r Desert
Bandit Fort,0,WOD_BanditFort_01,549,434,22,92,5492243492,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,544,425,28,76,5442842576,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_06,616,428,22,111,61622428111,Alik'r Desert
Bandit Camp,0,WOD_BanditCamp_02,581,431,90,12,5819043112,Alik'r Desert
