fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,sink
487,Desert Mountain,1,WOD_Mountain_Desert_04,67,405,484,18,100,40518484100,Alik'r Desert,405.140625,-484.21875,8,1
489,Desert Mountain,1,WOD_Mountain_Desert_06,123,389,489,42,19,3894248919,Alik'r Desert,389.328125,-489.8515625,8,1
491,Desert Mountain,1,WOD_Mountain_Desert_01,-80,405,473,78,22,4057847322,Alik'r Desert,405.609375,-473.828125,8,1
492,Desert Mountain,1,WOD_Mountain_Desert_02,111,423,431,49,27,4234943127,Alik'r Desert,423.3828125,-431.7890625,8,1
493,Desert Mountain,1,WOD_Mountain_Desert_03,-103,426,493,69,77,4266949377,Alik'r Desert,426.5390625,-493.3984375,8,1
499,Desert Mountain,1,WOD_Mountain_Desert_02,-87,572,422,119,38,57211942238,Alik'r Desert,572.9296875,-422.703125,8,1
503,Desert Mountain,1,WOD_Mountain_Desert_06,125,445,459,44,58,4454445958,Alik'r Desert,445.34375,-459.546875,8,1
504,Desert Mountain,1,WOD_Mountain_Desert_07,104,320,444,64,38,3206444438,Alik'r Desert,320.5,-444.703125,8,1
512,Desert Mountain,1,WOD_Mountain_Desert_01,53,503,449,120,77,50312044977,Alik'r Desert,503.9375,-449.3984375,8,1
514,Desert Mountain,1,WOD_Mountain_Desert_03,-125,314,448,88,122,31488448122,Alik'r Desert,314.6875,-448.046875,8,1
515,Desert Mountain,1,WOD_Mountain_Desert_04,176,485,469,70,55,4857046955,Alik'r Desert,485.546875,-469.5703125,8,1
519,Desert Mountain,1,WOD_Mountain_Desert_01,-81,331,491,86,84,3318649184,Alik'r Desert,331.671875,-491.34375,8,1
523,Desert Mountain,1,WOD_Mountain_Desert_05,0,529,391,32,33,5293239133,Alik'r Desert,529.25,-391.7421875,8,1
528,Desert Mountain,1,WOD_Mountain_Desert_03,14,316,477,41,40,3164147740,Alik'r Desert,316.3203125,-477.6875,8,1
531,Desert Mountain,1,WOD_Mountain_Desert_06,133,299,447,23,6,2992344706,Alik'r Desert,299.1796875,-447.953125,8,1
533,Desert Mountain,1,WOD_Mountain_Desert_01,-71,491,469,49,108,49149469108,Alik'r Desert,491.3828125,-469.15625,8,1
535,Desert Mountain,1,WOD_Mountain_Desert_03,38,583,386,27,50,5832738650,Alik'r Desert,583.2109375,-386.609375,8,1
536,Desert Mountain,1,WOD_Mountain_Desert_04,-72,438,446,22,37,4382244637,Alik'r Desert,438.171875,-446.7109375,8,1
539,Desert Mountain,1,WOD_Mountain_Desert_07,119,452,474,73,91,4527347491,Alik'r Desert,452.5703125,-474.2890625,8,1
543,Desert Mountain,1,WOD_Mountain_Desert_04,77,365,471,18,90,3651847190,Alik'r Desert,365.140625,-471.296875,8,1
544,Desert Mountain,1,WOD_Mountain_Desert_05,93,419,430,119,18,41911943018,Alik'r Desert,419.9296875,-430.859375,8,1
545,Desert Mountain,1,WOD_Mountain_Desert_06,-99,419,430,29,109,41929430109,Alik'r Desert,419.2265625,-430.1484375,8,1
546,Desert Mountain,1,WOD_Mountain_Desert_07,-82,520,432,86,29,5208643229,Alik'r Desert,520.671875,-432.7734375,8,1
549,Desert Mountain,1,WOD_Mountain_Desert_03,29,367,472,127,82,36712747282,Alik'r Desert,367.9921875,-472.359375,8,1
550,Desert Mountain,1,WOD_Mountain_Desert_04,127,329,488,32,118,32932488118,Alik'r Desert,329.25,-488.078125,8,1
551,Desert Mountain,1,WOD_Mountain_Desert_05,98,483,479,109,32,48310947932,Alik'r Desert,483.8515625,-479.75,8,1
552,Desert Mountain,1,WOD_Mountain_Desert_06,75,321,451,1,47,3210145147,Alik'r Desert,321.0078125,-451.6328125,8,1
553,Desert Mountain,1,WOD_Mountain_Desert_07,17,333,442,14,52,3331444252,Alik'r Desert,333.109375,-442.59375,8,1
556,Desert Mountain,1,WOD_Mountain_Desert_03,147,453,498,33,124,45333498124,Alik'r Desert,453.2578125,-498.03125,8,1
557,Desert Mountain,1,WOD_Mountain_Desert_04,173,588,427,31,20,5883142720,Alik'r Desert,588.2421875,-427.84375,8,1
560,Desert Mountain,1,WOD_Mountain_Desert_07,-23,492,453,104,86,49210445386,Alik'r Desert,492.8125,-453.328125,8,1
561,Desert Mountain,1,WOD_Mountain_Desert_01,-15,278,489,59,123,27859489123,Alik'r Desert,278.4609375,-489.0390625,8,1
565,Desert Mountain,1,WOD_Mountain_Desert_05,116,498,424,74,119,49874424119,Alik'r Desert,498.578125,-424.0703125,8,1
571,Desert Mountain,1,WOD_Mountain_Desert_04,15,274,471,49,3,2744947103,Alik'r Desert,274.3828125,-471.9765625,8,1
574,Desert Mountain,1,WOD_Mountain_Desert_07,-159,603,411,54,45,6035441145,Alik'r Desert,603.421875,-411.6484375,8,1
577,Desert Mountain,1,WOD_Mountain_Desert_03,86,400,479,12,52,4001247952,Alik'r Desert,400.09375,-479.59375,8,1
579,Desert Mountain,1,WOD_Mountain_Desert_05,140,572,399,28,70,5722839970,Alik'r Desert,572.21875,-399.453125,8,1
580,Desert Mountain,1,WOD_Mountain_Desert_06,37,370,439,51,61,3705143961,Alik'r Desert,370.3984375,-439.5234375,8,1
581,Desert Mountain,1,WOD_Mountain_Desert_07,89,290,456,26,23,2902645623,Alik'r Desert,290.203125,-456.8203125,8,1
582,Desert Mountain,1,WOD_Mountain_Desert_01,63,502,423,22,64,5022242364,Alik'r Desert,502.171875,-423.5,8,1
583,Desert Mountain,1,WOD_Mountain_Desert_02,-117,347,433,38,1,3473843301,Alik'r Desert,347.296875,-433.9921875,8,1
584,Desert Mountain,1,WOD_Mountain_Desert_03,58,588,420,52,42,5885242042,Alik'r Desert,588.40625,-420.671875,8,1
597,Desert Mountain,1,WOD_Mountain_Desert_02,146,345,484,50,101,34550484101,Alik'r Desert,345.390625,-484.2109375,8,1
599,Desert Mountain,1,WOD_Mountain_Desert_04,33,378,415,109,64,37810941564,Alik'r Desert,378.8515625,-415.5,8,1
600,Desert Mountain,1,WOD_Mountain_Desert_05,-41,305,495,41,115,30541495115,Alik'r Desert,305.3203125,-495.1015625,8,1
604,Desert Mountain,1,WOD_Mountain_Desert_02,145,550,386,9,33,5500938633,Alik'r Desert,550.0703125,-386.7421875,8,1
607,Desert Mountain,1,WOD_Mountain_Desert_05,149,388,464,13,110,38813464110,Alik'r Desert,388.1015625,-464.140625,8,1
609,Desert Mountain,1,WOD_Mountain_Desert_07,-42,345,428,124,13,34512442813,Alik'r Desert,345.96875,-428.8984375,8,1
612,Desert Mountain,1,WOD_Mountain_Desert_03,138,240,470,37,122,24037470122,Alik'r Desert,240.2890625,-470.046875,8,1
615,Desert Mountain,1,WOD_Mountain_Desert_06,54,549,411,91,51,5499141151,Alik'r Desert,549.7109375,-411.6015625,8,1
616,Desert Mountain,1,WOD_Mountain_Desert_07,-30,559,392,127,3,55912739203,Alik'r Desert,559.9921875,-392.9765625,8,1
617,Desert Mountain,1,WOD_Mountain_Desert_01,-32,396,469,0,52,3960046952,Alik'r Desert,396,-469.59375,8,1
619,Desert Mountain,1,WOD_Mountain_Desert_03,15,572,387,13,79,5721338779,Alik'r Desert,572.1015625,-387.3828125,8,1
622,Desert Mountain,1,WOD_Mountain_Desert_06,-36,504,449,32,18,5043244918,Alik'r Desert,504.25,-449.859375,8,1
623,Desert Mountain,1,WOD_Mountain_Desert_07,123,373,465,105,115,373105465115,Alik'r Desert,373.8203125,-465.1015625,8,1
624,Desert Mountain,1,WOD_Mountain_Desert_01,-55,557,390,76,19,5577639019,Alik'r Desert,557.59375,-390.8515625,8,1
625,Desert Mountain,1,WOD_Mountain_Desert_02,-68,334,448,60,22,3346044822,Alik'r Desert,334.46875,-448.828125,8,1
626,Desert Mountain,1,WOD_Mountain_Desert_03,-72,368,445,40,58,3684044558,Alik'r Desert,368.3125,-445.546875,8,1
628,Desert Mountain,1,WOD_Mountain_Desert_05,-111,249,481,31,5,2493148105,Alik'r Desert,249.2421875,-481.9609375,8,1
632,Desert Mountain,1,WOD_Mountain_Desert_02,-120,543,398,67,51,5436739851,Alik'r Desert,543.5234375,-398.6015625,8,1
637,Desert Mountain,1,WOD_Mountain_Desert_07,53,315,457,110,52,31511045752,Alik'r Desert,315.859375,-457.59375,8,1
638,Desert Mountain,1,WOD_Mountain_Desert_01,144,336,489,22,19,3362248919,Alik'r Desert,336.171875,-489.8515625,8,1
641,Desert Mountain,1,WOD_Mountain_Desert_04,103,327,453,35,45,3273545345,Alik'r Desert,327.2734375,-453.6484375,8,1
642,Desert Mountain,1,WOD_Mountain_Desert_05,-116,456,445,96,22,4569644522,Alik'r Desert,456.75,-445.828125,8,1
643,Desert Mountain,1,WOD_Mountain_Desert_06,24,269,465,33,88,2693346588,Alik'r Desert,269.2578125,-465.3125,8,1
644,Desert Mountain,1,WOD_Mountain_Desert_07,-154,581,387,63,127,58163387127,Alik'r Desert,581.4921875,-387.0078125,8,1
645,Desert Mountain,1,WOD_Mountain_Desert_01,-137,386,450,105,46,38610545046,Alik'r Desert,386.8203125,-450.640625,8,1
646,Desert Mountain,1,WOD_Mountain_Desert_02,-114,371,417,113,22,37111341722,Alik'r Desert,371.8828125,-417.828125,8,1
649,Desert Mountain,1,WOD_Mountain_Desert_05,-142,275,493,109,49,27510949349,Alik'r Desert,275.8515625,-493.6171875,8,1
656,Desert Mountain,1,WOD_Mountain_Desert_05,93,229,478,0,47,2290047847,Alik'r Desert,229,-478.6328125,8,1
658,Desert Mountain,1,WOD_Mountain_Desert_07,-155,550,442,82,32,5508244232,Alik'r Desert,550.640625,-442.75,8,1
664,Desert Mountain,1,WOD_Mountain_Desert_06,85,506,442,93,102,50693442102,Alik'r Desert,506.7265625,-442.203125,8,1
665,Desert Mountain,1,WOD_Mountain_Desert_07,128,350,454,41,67,3504145467,Alik'r Desert,350.3203125,-454.4765625,8,1
668,Desert Mountain,1,WOD_Mountain_Desert_03,-156,361,439,70,9,3617043909,Alik'r Desert,361.546875,-439.9296875,8,1
670,Desert Mountain,1,WOD_Mountain_Desert_05,145,267,457,19,120,26719457120,Alik'r Desert,267.1484375,-457.0625,8,1
675,Desert Mountain,1,WOD_Mountain_Desert_03,-102,574,431,8,54,5740843154,Alik'r Desert,574.0625,-431.578125,8,1
676,Desert Mountain,1,WOD_Mountain_Desert_04,145,414,436,116,120,414116436120,Alik'r Desert,414.90625,-436.0625,8,1
677,Desert Mountain,1,WOD_Mountain_Desert_05,-72,405,439,56,88,4055643988,Alik'r Desert,405.4375,-439.3125,8,1
685,Desert Mountain,1,WOD_Mountain_Desert_06,170,494,437,63,0,4946343700,Alik'r Desert,494.4921875,-438,8,1
687,Desert Mountain,1,WOD_Mountain_Desert_01,-163,266,458,59,55,2665945855,Alik'r Desert,266.4609375,-458.5703125,8,1
694,Desert Mountain,1,WOD_Mountain_Desert_01,175,580,402,4,5,5800440205,Alik'r Desert,580.03125,-402.9609375,8,1
696,Desert Mountain,1,WOD_Mountain_Desert_03,171,548,437,3,10,5480343710,Alik'r Desert,548.0234375,-437.921875,8,1
697,Desert Mountain,1,WOD_Mountain_Desert_04,-64,596,415,28,13,5962841513,Alik'r Desert,596.21875,-415.8984375,8,1
703,Desert Mountain,1,WOD_Mountain_Desert_03,-130,414,436,64,15,4146443615,Alik'r Desert,414.5,-436.8828125,8,1
704,Desert Mountain,1,WOD_Mountain_Desert_04,-107,539,441,50,96,5395044196,Alik'r Desert,539.390625,-441.25,8,1
705,Desert Mountain,1,WOD_Mountain_Desert_05,-39,318,463,8,61,3180846361,Alik'r Desert,318.0625,-463.5234375,8,1
707,Desert Mountain,1,WOD_Mountain_Desert_07,111,438,494,33,56,4383349456,Alik'r Desert,438.2578125,-494.5625,8,1
709,Desert Mountain,1,WOD_Mountain_Desert_02,-78,365,449,109,83,36510944983,Alik'r Desert,365.8515625,-449.3515625,8,1
710,Desert Mountain,1,WOD_Mountain_Desert_03,-124,545,397,51,38,5455139738,Alik'r Desert,545.3984375,-397.703125,8,1
713,Desert Mountain,1,WOD_Mountain_Desert_06,165,494,443,113,86,49411344386,Alik'r Desert,494.8828125,-443.328125,8,1
721,Desert Mountain,1,WOD_Mountain_Desert_07,38,264,475,81,86,2648147586,Alik'r Desert,264.6328125,-475.328125,8,1
726,Desert Mountain,1,WOD_Mountain_Desert_05,86,308,454,99,120,30899454120,Alik'r Desert,308.7734375,-454.0625,8,1
729,Desert Mountain,1,WOD_Mountain_Desert_01,-163,363,489,101,32,36310148932,Alik'r Desert,363.7890625,-489.75,8,1
730,Desert Mountain,1,WOD_Mountain_Desert_02,-119,560,417,78,123,56078417123,Alik'r Desert,560.609375,-417.0390625,8,1
733,Desert Mountain,1,WOD_Mountain_Desert_05,158,428,493,56,56,4285649356,Alik'r Desert,428.4375,-493.5625,8,1
734,Desert Mountain,1,WOD_Mountain_Desert_06,-45,433,484,12,36,4331248436,Alik'r Desert,433.09375,-484.71875,8,1
735,Desert Mountain,1,WOD_Mountain_Desert_07,55,515,406,123,76,51512340676,Alik'r Desert,515.9609375,-406.40625,8,1
737,Desert Mountain,1,WOD_Mountain_Desert_02,-110,564,391,114,31,56411439131,Alik'r Desert,564.890625,-391.7578125,8,1
738,Desert Mountain,1,WOD_Mountain_Desert_03,-122,352,474,105,41,35210547441,Alik'r Desert,352.8203125,-474.6796875,8,1
739,Desert Mountain,1,WOD_Mountain_Desert_04,25,268,468,88,37,2688846837,Alik'r Desert,268.6875,-468.7109375,8,1
741,Desert Mountain,1,WOD_Mountain_Desert_06,62,513,400,67,36,5136740036,Alik'r Desert,513.5234375,-400.71875,8,1
744,Desert Mountain,1,WOD_Mountain_Desert_02,80,310,450,60,56,3106045056,Alik'r Desert,310.46875,-450.5625,8,1
753,Desert Mountain,1,WOD_Mountain_Desert_04,57,311,450,3,49,3110345049,Alik'r Desert,311.0234375,-450.6171875,8,1
762,Desert Mountain,1,WOD_Mountain_Desert_06,-165,592,420,88,40,5928842040,Alik'r Desert,592.6875,-420.6875,8,1
764,Desert Mountain,1,WOD_Mountain_Desert_01,-113,496,404,128,4,49612840404,Alik'r Desert,497,-404.96875,8,1
765,Desert Mountain,1,WOD_Mountain_Desert_02,107,328,448,6,125,32806448125,Alik'r Desert,328.046875,-448.0234375,8,1
766,Desert Mountain,1,WOD_Mountain_Desert_03,34,374,464,78,70,3747846470,Alik'r Desert,374.609375,-464.453125,8,1
767,Desert Mountain,1,WOD_Mountain_Desert_04,159,292,481,118,60,29211848160,Alik'r Desert,292.921875,-481.53125,8,1
769,Desert Mountain,1,WOD_Mountain_Desert_06,-65,393,419,1,10,3930141910,Alik'r Desert,393.0078125,-419.921875,8,1
773,Desert Mountain,1,WOD_Mountain_Desert_03,-46,300,456,111,42,30011145642,Alik'r Desert,300.8671875,-456.671875,8,1
774,Desert Mountain,1,WOD_Mountain_Desert_04,148,374,483,111,92,37411148392,Alik'r Desert,374.8671875,-483.28125,8,1
775,Desert Mountain,1,WOD_Mountain_Desert_05,47,349,487,47,97,3494748797,Alik'r Desert,349.3671875,-487.2421875,8,1
779,Desert Mountain,1,WOD_Mountain_Desert_02,70,258,479,12,54,2581247954,Alik'r Desert,258.09375,-479.578125,8,1
780,Desert Mountain,1,WOD_Mountain_Desert_03,53,361,444,28,116,36128444116,Alik'r Desert,361.21875,-444.09375,8,1
784,Desert Mountain,1,WOD_Mountain_Desert_07,148,583,426,120,5,58312042605,Alik'r Desert,583.9375,-426.9609375,8,1
785,Desert Mountain,1,WOD_Mountain_Desert_01,-54,428,490,31,17,4283149017,Alik'r Desert,428.2421875,-490.8671875,8,1
799,Desert Mountain,1,WOD_Mountain_Desert_01,119,356,492,31,52,3563149252,Alik'r Desert,356.2421875,-492.59375,8,1
813,Desert Mountain,1,WOD_Mountain_Desert_01,-71,494,416,3,91,4940341691,Alik'r Desert,494.0234375,-416.2890625,8,1
814,Desert Mountain,1,WOD_Mountain_Desert_02,4,369,459,76,72,3697645972,Alik'r Desert,369.59375,-459.4375,8,1
818,Desert Mountain,1,WOD_Mountain_Desert_06,81,440,485,108,31,44010848531,Alik'r Desert,440.84375,-485.7578125,8,1
828,Desert Mountain,1,WOD_Mountain_Desert_02,89,516,443,100,81,51610044381,Alik'r Desert,516.78125,-443.3671875,8,1
829,Desert Mountain,1,WOD_Mountain_Desert_03,-102,323,485,6,97,3230648597,Alik'r Desert,323.046875,-485.2421875,8,1
833,Desert Mountain,1,WOD_Mountain_Desert_07,157,357,493,76,76,3577649376,Alik'r Desert,357.59375,-493.40625,8,1
837,Desert Mountain,1,WOD_Mountain_Desert_04,-11,244,497,47,72,2444749772,Alik'r Desert,244.3671875,-497.4375,8,1
838,Desert Mountain,1,WOD_Mountain_Desert_05,-69,530,410,35,45,5303541045,Alik'r Desert,530.2734375,-410.6484375,8,1
839,Desert Mountain,1,WOD_Mountain_Desert_06,-134,252,481,58,63,2525848163,Alik'r Desert,252.453125,-481.5078125,8,1
840,Desert Mountain,1,WOD_Mountain_Desert_07,-65,341,448,104,73,34110444873,Alik'r Desert,341.8125,-448.4296875,8,1
841,Desert Mountain,1,WOD_Mountain_Desert_01,158,532,446,59,90,5325944690,Alik'r Desert,532.4609375,-446.296875,8,1
842,Desert Mountain,1,WOD_Mountain_Desert_02,-1,537,392,115,54,53711539254,Alik'r Desert,537.8984375,-392.578125,8,1
847,Desert Mountain,1,WOD_Mountain_Desert_07,-4,348,494,110,4,34811049404,Alik'r Desert,348.859375,-494.96875,8,1
850,Desert Mountain,1,WOD_Mountain_Desert_03,143,415,445,12,36,4151244536,Alik'r Desert,415.09375,-445.71875,8,1
853,Desert Mountain,1,WOD_Mountain_Desert_06,-13,244,494,92,82,2449249482,Alik'r Desert,244.71875,-494.359375,8,1
855,Desert Mountain,1,WOD_Mountain_Desert_01,57,241,469,61,35,2416146935,Alik'r Desert,241.4765625,-469.7265625,8,1
858,Desert Mountain,1,WOD_Mountain_Desert_04,-2,243,496,101,120,243101496120,Alik'r Desert,243.7890625,-496.0625,8,1
863,Desert Mountain,1,WOD_Mountain_Desert_02,-177,577,432,27,13,5772743213,Alik'r Desert,577.2109375,-432.8984375,8,1
867,Desert Mountain,1,WOD_Mountain_Desert_06,-123,620,405,26,100,62026405100,Alik'r Desert,620.203125,-405.21875,8,1
879,Desert Mountain,1,WOD_Mountain_Desert_04,-123,626,413,60,114,62660413114,Alik'r Desert,626.46875,-413.109375,8,1
882,Desert Mountain,1,WOD_Mountain_Desert_07,116,623,426,5,99,6230542699,Alik'r Desert,623.0390625,-426.2265625,8,1
883,Desert Mountain,1,WOD_Mountain_Desert_01,-16,406,471,12,13,4061247113,Alik'r Desert,406.09375,-471.8984375,8,1
885,Desert Mountain,1,WOD_Mountain_Desert_03,-55,509,456,3,81,5090345681,Alik'r Desert,509.0234375,-456.3671875,8,1
888,Desert Mountain,1,WOD_Mountain_Desert_06,-6,506,440,24,18,5062444018,Alik'r Desert,506.1875,-440.859375,8,1
902,Desert Mountain,1,WOD_Mountain_Desert_06,6,350,441,9,41,3500944141,Alik'r Desert,350.0703125,-441.6796875,8,1
906,Desert Mountain,1,WOD_Mountain_Desert_03,-62,284,476,8,76,2840847676,Alik'r Desert,284.0625,-476.40625,8,1
907,Desert Mountain,1,WOD_Mountain_Desert_04,-7,387,429,128,83,38712842983,Alik'r Desert,388,-429.3515625,8,1
908,Desert Mountain,1,WOD_Mountain_Desert_05,-140,317,442,77,15,3177744215,Alik'r Desert,317.6015625,-442.8828125,8,1
909,Desert Mountain,1,WOD_Mountain_Desert_06,170,283,490,51,100,28351490100,Alik'r Desert,283.3984375,-490.21875,8,1
911,Desert Mountain,1,WOD_Mountain_Desert_01,11,371,450,91,74,3719145074,Alik'r Desert,371.7109375,-450.421875,8,1
916,Desert Mountain,1,WOD_Mountain_Desert_06,-163,451,473,101,28,45110147328,Alik'r Desert,451.7890625,-473.78125,8,1
917,Desert Mountain,1,WOD_Mountain_Desert_07,-47,252,477,108,65,25210847765,Alik'r Desert,252.84375,-477.4921875,8,1
919,Desert Mountain,1,WOD_Mountain_Desert_02,-113,595,418,73,28,5957341828,Alik'r Desert,595.5703125,-418.78125,8,1
920,Desert Mountain,1,WOD_Mountain_Desert_03,146,598,435,54,93,5985443593,Alik'r Desert,598.421875,-435.2734375,8,1
922,Desert Mountain,1,WOD_Mountain_Desert_05,-62,235,482,68,46,2356848246,Alik'r Desert,235.53125,-482.640625,8,1
925,Desert Mountain,1,WOD_Mountain_Desert_01,-158,387,427,109,54,38710942754,Alik'r Desert,387.8515625,-427.578125,8,1
926,Desert Mountain,1,WOD_Mountain_Desert_02,-172,397,477,37,63,3973747763,Alik'r Desert,397.2890625,-477.5078125,8,1
927,Desert Mountain,1,WOD_Mountain_Desert_03,-52,552,382,10,59,5521038259,Alik'r Desert,552.078125,-382.5390625,8,1
930,Desert Mountain,1,WOD_Mountain_Desert_06,51,512,398,91,8,5129139808,Alik'r Desert,512.7109375,-398.9375,8,1
932,Desert Mountain,1,WOD_Mountain_Desert_01,-42,612,420,109,0,61210942000,Alik'r Desert,612.8515625,-421,8,1
934,Desert Mountain,1,WOD_Mountain_Desert_03,-43,287,490,77,91,2877749091,Alik'r Desert,287.6015625,-490.2890625,8,1
936,Desert Mountain,1,WOD_Mountain_Desert_05,61,305,466,27,18,3052746618,Alik'r Desert,305.2109375,-466.859375,8,1
937,Desert Mountain,1,WOD_Mountain_Desert_06,-34,503,453,50,123,50350453123,Alik'r Desert,503.390625,-453.0390625,8,1
938,Desert Mountain,1,WOD_Mountain_Desert_07,-2,564,378,23,8,5642337808,Alik'r Desert,564.1796875,-378.9375,8,1
944,Desert Mountain,1,WOD_Mountain_Desert_06,174,600,402,115,100,600115402100,Alik'r Desert,600.8984375,-402.21875,8,1
945,Desert Mountain,1,WOD_Mountain_Desert_07,65,388,430,59,101,38859430101,Alik'r Desert,388.4609375,-430.2109375,8,1
946,Desert Mountain,1,WOD_Mountain_Desert_01,147,342,430,88,15,3428843015,Alik'r Desert,342.6875,-430.8828125,8,1
951,Desert Mountain,1,WOD_Mountain_Desert_06,53,389,477,74,36,3897447736,Alik'r Desert,389.578125,-477.71875,8,1
952,Desert Mountain,1,WOD_Mountain_Desert_07,-57,426,487,1,38,4260148738,Alik'r Desert,426.0078125,-487.703125,8,1
953,Desert Mountain,1,WOD_Mountain_Desert_01,-43,304,460,42,63,3044246063,Alik'r Desert,304.328125,-460.5078125,8,1
957,Desert Mountain,1,WOD_Mountain_Desert_05,-104,307,465,104,61,30710446561,Alik'r Desert,307.8125,-465.5234375,8,1
960,Desert Mountain,1,WOD_Mountain_Desert_01,77,532,397,69,83,5326939783,Alik'r Desert,532.5390625,-397.3515625,8,1
961,Desert Mountain,1,WOD_Mountain_Desert_02,104,332,480,100,68,33210048068,Alik'r Desert,332.78125,-480.46875,8,1
964,Desert Mountain,1,WOD_Mountain_Desert_05,148,397,476,115,125,397115476125,Alik'r Desert,397.8984375,-476.0234375,8,1
966,Desert Mountain,1,WOD_Mountain_Desert_07,-14,586,397,19,102,58619397102,Alik'r Desert,586.1484375,-397.203125,8,1
967,Desert Mountain,1,WOD_Mountain_Desert_01,-87,400,474,77,76,4007747476,Alik'r Desert,400.6015625,-474.40625,8,1
969,Desert Mountain,1,WOD_Mountain_Desert_03,-64,347,445,36,47,3473644547,Alik'r Desert,347.28125,-445.6328125,8,1
970,Desert Mountain,1,WOD_Mountain_Desert_04,-95,303,460,55,91,3035546091,Alik'r Desert,303.4296875,-460.2890625,8,1
971,Desert Mountain,1,WOD_Mountain_Desert_05,51,373,465,111,91,37311146591,Alik'r Desert,373.8671875,-465.2890625,8,1
972,Desert Mountain,1,WOD_Mountain_Desert_06,-116,563,407,67,68,5636740768,Alik'r Desert,563.5234375,-407.46875,8,1
974,Desert Mountain,1,WOD_Mountain_Desert_01,167,593,387,15,123,59315387123,Alik'r Desert,593.1171875,-387.0390625,8,1
976,Desert Mountain,1,WOD_Mountain_Desert_03,-172,403,495,122,114,403122495114,Alik'r Desert,403.953125,-495.109375,8,1
977,Desert Mountain,1,WOD_Mountain_Desert_04,-91,588,404,1,17,5880140417,Alik'r Desert,588.0078125,-404.8671875,8,1
982,Desert Mountain,1,WOD_Mountain_Desert_02,17,300,458,20,26,3002045826,Alik'r Desert,300.15625,-458.796875,8,1
988,Desert Mountain,1,WOD_Mountain_Desert_01,-154,408,437,127,79,40812743779,Alik'r Desert,408.9921875,-437.3828125,8,1
989,Desert Mountain,1,WOD_Mountain_Desert_02,-117,612,405,19,82,6121940582,Alik'r Desert,612.1484375,-405.359375,8,1
991,Desert Mountain,1,WOD_Mountain_Desert_04,154,369,464,8,18,3690846418,Alik'r Desert,369.0625,-464.859375,8,1
995,Desert Mountain,1,WOD_Mountain_Desert_01,98,253,474,20,74,2532047474,Alik'r Desert,253.15625,-474.421875,8,1
996,Desert Mountain,1,WOD_Mountain_Desert_02,-162,464,486,18,90,4641848690,Alik'r Desert,464.140625,-486.296875,8,1
998,Desert Mountain,1,WOD_Mountain_Desert_04,-34,353,441,86,114,35386441114,Alik'r Desert,353.671875,-441.109375,8,1
999,Desert Mountain,1,WOD_Mountain_Desert_05,-176,312,481,69,67,3126948167,Alik'r Desert,312.5390625,-481.4765625,8,1
