name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region
Shrine of Dibella,0,WOD_Shrine_Dibella_01,525,412,56,96,5255541295,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,365,433,11,116,36510433115,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,333,497,84,52,3338349751,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,409,491,124,39,40912349138,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,310,446,55,79,3105444678,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,622,416,109,41,62210841640,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,258,491,52,117,25851491116,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,391,414,121,51,39112041450,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,603,407,5,57,6030440756,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,256,469,117,42,25611646941,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,366,456,43,41,3664245640,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,255,460,38,116,25537460115,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,386,468,33,28,3863246827,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,376,474,66,69,3766547468,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,404,489,62,43,4046148942,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,406,490,115,83,40611449082,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,397,493,15,101,39714493100,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,581,410,124,77,58112341076,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,341,495,25,110,34124495109,Alik'r Desert
